ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
81	50.png	neu3.wav	158	1	0	90	NoSpace	methexp32	2017-10-19_15.40.09.416000	
81	50.png	neu2.wav	158	2	270	0	Space	methexp32	2017-10-19_15.40.09.416000	
81	50.png	neu4.wav	158	3	180	0	Space	methexp32	2017-10-19_15.40.09.416000	
81	14b.png	neu10.wav	250	4	270	90	Space	methexp32	2017-10-19_15.40.09.416000	
81	13b.png	neu9.wav	250	5	270	0	NoSpace	methexp32	2017-10-19_15.40.09.416000	
81	12b.png	neu8.wav	250	6	90	180	NoSpace	methexp32	2017-10-19_15.40.09.416000	
81	14b.png	neu7.wav	153	7	90	0	NoSpace	methexp32	2017-10-19_15.40.09.416000	
81	12b.png	neu5.wav	153	8	270	90	NoSpace	methexp32	2017-10-19_15.40.09.416000	
81	50.png	neu1.wav	158	9	270	90	Space	methexp32	2017-10-19_15.40.09.416000	
81	13b.png	neu6.wav	153	10	0	270	NoSpace	methexp32	2017-10-19_15.40.09.416000	
