ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
145	20b.png	n11.wav	250	1	180	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	43.png	n45.wav	250	2	270	90	Space	methexp32	2017-11-16_14.08.25.509000	
145	16b.png	p53.wav	153	3	0	90	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	20b.png	n13.wav	250	4	90	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	39b.png	p45.wav	153	5	90	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	50.png	neu9.wav	158	6	270	90	Space	methexp32	2017-11-16_14.08.25.509000	
145	81b.png	n45.wav	153	7	0	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	81b.png	n14.wav	153	8	270	90	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	43.png	n46.wav	250	9	0	270	Space	methexp32	2017-11-16_14.08.25.509000	
145	70b.png	p91.wav	250	10	90	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	68b.png	n25.wav	153	11	0	180	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	70b.png	p53.wav	250	12	270	90	Space	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu4.wav	170	13	270	180	Space	methexp32	2017-11-16_14.08.25.509000	
145	16b.png	p21.wav	153	14	0	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	50.png	neu1.wav	158	15	90	270	Space	methexp32	2017-11-16_14.08.25.509000	
145	50.png	neu4.wav	158	16	270	0	Space	methexp32	2017-11-16_14.08.25.509000	
145	16b.png	p45.wav	153	17	90	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu8.wav	170	18	180	0	Space	methexp32	2017-11-16_14.08.25.509000	
145	81b.png	n50.wav	153	19	180	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu5.wav	170	20	90	180	Space	methexp32	2017-11-16_14.08.25.509000	
145	20b.png	n46.wav	250	21	0	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	39b.png	p23.wav	153	22	90	180	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	98b.png	p22.wav	250	23	180	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	20b.png	n45.wav	250	24	270	90	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	16b.png	p73.wav	153	25	0	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	68b.png	n30.wav	153	26	90	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	81b.png	n46.wav	153	27	270	180	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	68b.png	n46.wav	153	28	0	180	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	16b.png	p23.wav	153	29	180	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu7.wav	170	30	0	180	Space	methexp32	2017-11-16_14.08.25.509000	
145	70b.png	p73.wav	250	31	90	180	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu6.wav	170	32	90	270	Space	methexp32	2017-11-16_14.08.25.509000	
145	43.png	n30.wav	250	33	0	270	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	20b.png	n40.wav	250	34	270	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu10.wav	170	35	0	90	Space	methexp32	2017-11-16_14.08.25.509000	
145	81b.png	n40.wav	153	36	270	90	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	68b.png	n13.wav	153	37	0	90	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	29.png	neu3.wav	170	38	0	180	Space	methexp32	2017-11-16_14.08.25.509000	
145	98b.png	p91.wav	250	39	90	0	NoSpace	methexp32	2017-11-16_14.08.25.509000	
145	50.png	neu6.wav	158	40	0	180	Space	methexp32	2017-11-16_14.08.25.509000	
