ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
107	68b.png	p45.wav	153	1	270	0	70b.png	0	methexp32	2017-10-26_14.15.53.821000
107	50.png	neu4.wav	158	2	90	180	29.png	0	methexp32	2017-10-26_14.15.53.821000
107	70b.png	p91.wav	250	3	270	0	70b.png	1	methexp32	2017-10-26_14.15.53.821000
107	50.png	neu7.wav	158	4	180	90	29.png	0	methexp32	2017-10-26_14.15.53.821000
107	70b.png	p21.wav	250	5	90	180	70b.png	1	methexp32	2017-10-26_14.15.53.821000
107	29.png	neu3.wav	170	6	0	270	29.png	1	methexp32	2017-10-26_14.15.53.821000
107	39b.png	p91.wav	250	7	180	270	39b.png	1	methexp32	2017-10-26_14.15.53.821000
107	68b.png	p36.wav	153	8	0	90	20b.png	0	methexp32	2017-10-26_14.15.53.821000
107	68b.png	p73.wav	153	9	90	0	98b.png	0	methexp32	2017-10-26_14.15.53.821000
107	43.png	p22.wav	153	10	270	0	16b.png	0	methexp32	2017-10-26_14.15.53.821000
107	98b.png	n31.wav	250	11	270	90	98b.png	1	methexp32	2017-10-26_14.15.53.821000
107	68b.png	p23.wav	153	12	180	270	81b.png	0	methexp32	2017-10-26_14.15.53.821000
107	20b.png	n46.wav	153	13	180	90	68b.png	0	methexp32	2017-10-26_14.15.53.821000
107	29.png	neu10.wav	170	14	90	180	29.png	1	methexp32	2017-10-26_14.15.53.821000
107	43.png	p36.wav	153	15	270	180	81b.png	0	methexp32	2017-10-26_14.15.53.821000
107	43.png	p53.wav	153	16	90	0	39b.png	0	methexp32	2017-10-26_14.15.53.821000
107	16b.png	n11.wav	250	17	180	0	16b.png	1	methexp32	2017-10-26_14.15.53.821000
107	50.png	neu1.wav	158	18	90	180	68b.png	0	methexp32	2017-10-26_14.15.53.821000
107	39b.png	p73.wav	250	19	90	180	39b.png	1	methexp32	2017-10-26_14.15.53.821000
107	81b.png	n50.wav	153	20	0	180	20b.png	0	methexp32	2017-10-26_14.15.53.821000
107	29.png	neu8.wav	170	21	90	0	29.png	1	methexp32	2017-10-26_14.15.53.821000
107	20b.png	n11.wav	153	22	270	180	98b.png	0	methexp32	2017-10-26_14.15.53.821000
107	39b.png	p89.wav	250	23	270	90	39b.png	1	methexp32	2017-10-26_14.15.53.821000
107	16b.png	n31.wav	250	24	270	180	16b.png	1	methexp32	2017-10-26_14.15.53.821000
107	20b.png	n50.wav	153	25	180	0	20b.png	1	methexp32	2017-10-26_14.15.53.821000
107	81b.png	n46.wav	153	26	0	90	29.png	0	methexp32	2017-10-26_14.15.53.821000
107	16b.png	n40.wav	250	27	180	90	16b.png	1	methexp32	2017-10-26_14.15.53.821000
107	70b.png	p53.wav	250	28	90	0	70b.png	1	methexp32	2017-10-26_14.15.53.821000
107	98b.png	n46.wav	250	29	90	180	98b.png	1	methexp32	2017-10-26_14.15.53.821000
107	43.png	p91.wav	153	30	270	180	70b.png	0	methexp32	2017-10-26_14.15.53.821000
107	43.png	p23.wav	153	31	270	0	50.png	0	methexp32	2017-10-26_14.15.53.821000
107	81b.png	n13.wav	153	32	180	0	98b.png	0	methexp32	2017-10-26_14.15.53.821000
107	70b.png	p73.wav	250	33	0	270	70b.png	1	methexp32	2017-10-26_14.15.53.821000
107	70b.png	p45.wav	250	34	0	270	70b.png	1	methexp32	2017-10-26_14.15.53.821000
107	81b.png	n30.wav	153	35	180	0	43.png	0	methexp32	2017-10-26_14.15.53.821000
107	16b.png	n14.wav	250	36	270	180	16b.png	1	methexp32	2017-10-26_14.15.53.821000
