ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
122	14b.png	neu7.wav	153	1	180	0	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	12b.png	neu8.wav	250	2	270	90	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	29.png	neu2.wav	158	3	270	0	Space	methexp32	2017-11-03_16.10.20.766000	
122	29.png	neu4.wav	158	4	90	0	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	12b.png	neu5.wav	153	5	270	0	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	13b.png	neu9.wav	250	6	90	270	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	13b.png	neu6.wav	153	7	90	270	NoSpace	methexp32	2017-11-03_16.10.20.766000	
122	29.png	neu1.wav	158	8	0	90	Space	methexp32	2017-11-03_16.10.20.766000	
122	29.png	neu3.wav	158	9	90	180	Space	methexp32	2017-11-03_16.10.20.766000	
122	14b.png	neu10.wav	250	10	180	270	NoSpace	methexp32	2017-11-03_16.10.20.766000	
