ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
17	12b.png	neu8.wav	250	1	180	90	NoSpace	methexp32	2017-09-14_10.53.55.922000	
17	29.png	neu2.wav	158	2	0	90	NoSpace	methexp32	2017-09-14_10.53.55.922000	
17	13b.png	neu6.wav	153	3	180	0	NoSpace	methexp32	2017-09-14_10.53.55.922000	
17	13b.png	neu9.wav	250	4	270	90	Space	methexp32	2017-09-14_10.53.55.922000	
17	14b.png	neu10.wav	250	5	90	270	Space	methexp32	2017-09-14_10.53.55.922000	
17	29.png	neu3.wav	158	6	90	180	Space	methexp32	2017-09-14_10.53.55.922000	
17	29.png	neu4.wav	158	7	270	90	Space	methexp32	2017-09-14_10.53.55.922000	
17	14b.png	neu7.wav	153	8	90	270	NoSpace	methexp32	2017-09-14_10.53.55.922000	
17	12b.png	neu5.wav	153	9	90	180	NoSpace	methexp32	2017-09-14_10.53.55.922000	
17	29.png	neu1.wav	158	10	270	180	Space	methexp32	2017-09-14_10.53.55.922000	
