ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
144	50.png	neu2.wav	158	1	90	180	Space	methexp32	2017-11-16_13.33.35.454000	
144	70b.png	p45.wav	250	2	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p21.wav	153	3	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	70b.png	p89.wav	250	4	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n50.wav	250	5	180	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	29.png	neu2.wav	170	6	180	270	Space	methexp32	2017-11-16_13.33.35.454000	
144	50.png	neu3.wav	158	7	180	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n13.wav	250	8	180	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p22.wav	153	9	90	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	50.png	neu1.wav	158	10	90	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	98b.png	n31.wav	250	11	180	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	29.png	neu4.wav	170	12	180	270	Space	methexp32	2017-11-16_13.33.35.454000	
144	29.png	neu1.wav	170	13	180	0	Space	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p23.wav	153	14	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	68b.png	p21.wav	250	15	270	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p45.wav	153	16	90	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p73.wav	153	17	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p23.wav	153	18	0	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	98b.png	n46.wav	250	19	90	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n46.wav	250	20	180	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	16b.png	n31.wav	153	21	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	29.png	neu6.wav	170	22	90	180	Space	methexp32	2017-11-16_13.33.35.454000	
144	81b.png	n11.wav	153	23	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	50.png	neu5.wav	158	24	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p91.wav	153	25	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	16b.png	n13.wav	153	26	270	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	50.png	neu7.wav	158	27	270	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	16b.png	n11.wav	153	28	270	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	16b.png	n14.wav	153	29	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p73.wav	153	30	180	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	39b.png	p89.wav	153	31	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	70b.png	p52.wav	250	32	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	29.png	neu9.wav	170	33	180	270	Space	methexp32	2017-11-16_13.33.35.454000	
144	16b.png	n46.wav	153	34	270	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p21.wav	153	35	180	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p53.wav	153	36	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p45.wav	153	37	180	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	98b.png	n40.wav	250	38	90	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	68b.png	p89.wav	250	39	270	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	98b.png	n14.wav	250	40	270	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n14.wav	250	41	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n25.wav	250	42	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	81b.png	n45.wav	153	43	90	0	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	98b.png	n30.wav	250	44	0	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	20b.png	p89.wav	153	45	270	180	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	43.png	n40.wav	250	46	90	270	NoSpace	methexp32	2017-11-16_13.33.35.454000	
144	50.png	neu10.wav	158	47	0	90	NoSpace	methexp32	2017-11-16_13.33.35.454000	
