ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
124	39b.png	n11.wav	153	1	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu1.wav	170	2	180	90	Space	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p45.wav	250	3	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p73.wav	153	4	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu9.wav	170	5	180	270	Space	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p22.wav	153	6	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p91.wav	250	7	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p23.wav	153	8	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n13.wav	250	9	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p23.wav	250	10	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n46.wav	153	11	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p45.wav	153	12	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu7.wav	158	13	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu2.wav	170	14	90	270	Space	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n40.wav	250	15	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p91.wav	250	16	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p45.wav	153	17	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p45.wav	250	18	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p36.wav	153	19	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n30.wav	153	20	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p53.wav	250	21	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu3.wav	158	22	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu1.wav	158	23	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n25.wav	250	24	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p53.wav	250	25	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu10.wav	158	26	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n45.wav	153	27	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n50.wav	153	28	90	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu9.wav	158	29	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n45.wav	250	30	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu2.wav	158	31	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n46.wav	153	32	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n30.wav	250	33	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p91.wav	153	34	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p52.wav	250	35	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p52.wav	153	36	90	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p89.wav	250	37	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n30.wav	153	38	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu6.wav	170	39	90	0	Space	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n46.wav	250	40	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p73.wav	153	41	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu8.wav	158	42	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p22.wav	250	43	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p23.wav	250	44	0	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n40.wav	153	45	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n14.wav	153	46	90	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p21.wav	153	47	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu4.wav	170	48	270	90	Space	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n14.wav	250	49	0	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu3.wav	170	50	0	90	Space	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p23.wav	153	51	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p73.wav	250	52	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p89.wav	153	53	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p21.wav	250	54	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p52.wav	250	55	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n45.wav	250	56	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n30.wav	250	57	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n50.wav	153	58	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu4.wav	158	59	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n14.wav	250	60	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p91.wav	153	61	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n14.wav	153	62	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n13.wav	153	63	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p53.wav	153	64	90	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu5.wav	158	65	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n25.wav	250	66	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n25.wav	153	67	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu5.wav	170	68	270	0	Space	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n40.wav	153	69	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n31.wav	250	70	0	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n40.wav	250	71	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p36.wav	153	72	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n45.wav	153	73	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	20b.png	p21.wav	153	74	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p52.wav	153	75	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	39b.png	n31.wav	153	76	0	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p73.wav	250	77	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n13.wav	153	78	0	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n50.wav	250	79	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p89.wav	153	80	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu7.wav	170	81	0	90	Space	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p53.wav	153	82	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n25.wav	153	83	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n11.wav	250	84	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n31.wav	153	85	90	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n46.wav	250	86	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	70b.png	n11.wav	153	87	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n11.wav	250	88	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p89.wav	250	89	180	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p36.wav	250	90	0	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n13.wav	250	91	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	81b.png	n50.wav	250	92	270	180	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p36.wav	250	93	180	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu10.wav	170	94	0	180	Space	methexp32	2017-11-07_17.33.28.231000	
124	43.png	p22.wav	250	95	180	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	98b.png	n31.wav	250	96	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	16b.png	p22.wav	153	97	270	90	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	50.png	neu6.wav	158	98	270	0	NoSpace	methexp32	2017-11-07_17.33.28.231000	
124	29.png	neu8.wav	170	99	0	90	Space	methexp32	2017-11-07_17.33.28.231000	
124	68b.png	p21.wav	250	100	90	270	NoSpace	methexp32	2017-11-07_17.33.28.231000	
