ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
18	12b.png	neu5.wav	153	1	90	0	NoSpace	methexp32	2017-09-14_11.09.58.290000	
18	14b.png	neu7.wav	153	2	90	0	NoSpace	methexp32	2017-09-14_11.09.58.290000	
18	29.png	neu1.wav	158	3	90	180	Space	methexp32	2017-09-14_11.09.58.290000	
18	13b.png	neu6.wav	153	4	90	0	NoSpace	methexp32	2017-09-14_11.09.58.290000	
18	14b.png	neu10.wav	250	5	90	270	Space	methexp32	2017-09-14_11.09.58.290000	
18	29.png	neu4.wav	158	6	180	90	Space	methexp32	2017-09-14_11.09.58.290000	
18	29.png	neu3.wav	158	7	90	270	Space	methexp32	2017-09-14_11.09.58.290000	
18	13b.png	neu9.wav	250	8	270	0	NoSpace	methexp32	2017-09-14_11.09.58.290000	
18	29.png	neu2.wav	158	9	0	180	Space	methexp32	2017-09-14_11.09.58.290000	
18	12b.png	neu8.wav	250	10	90	180	NoSpace	methexp32	2017-09-14_11.09.58.290000	
