ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
83	50.png	neu4.wav	158	1	180	90	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	13b.png	neu6.wav	153	2	0	90	Space	methexp32	2017-10-20_09.18.57.149000	
83	14b.png	neu10.wav	250	3	0	180	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	50.png	neu2.wav	158	4	270	180	Space	methexp32	2017-10-20_09.18.57.149000	
83	14b.png	neu7.wav	153	5	180	90	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	12b.png	neu8.wav	250	6	270	0	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	13b.png	neu9.wav	250	7	0	270	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	50.png	neu3.wav	158	8	90	0	Space	methexp32	2017-10-20_09.18.57.149000	
83	12b.png	neu5.wav	153	9	180	0	NoSpace	methexp32	2017-10-20_09.18.57.149000	
83	50.png	neu1.wav	158	10	180	0	Space	methexp32	2017-10-20_09.18.57.149000	
