ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
117	50.png	neu3.wav	158	1	270	0	NoSpace	methexp32	2017-11-02_15.28.03.001000	
117	12b.png	neu8.wav	250	2	90	270	Space	methexp32	2017-11-02_15.28.03.001000	
117	13b.png	neu6.wav	153	3	90	0	NoSpace	methexp32	2017-11-02_15.28.03.001000	
117	13b.png	neu9.wav	250	4	180	270	NoSpace	methexp32	2017-11-02_15.28.03.001000	
117	50.png	neu2.wav	158	5	270	0	Space	methexp32	2017-11-02_15.28.03.001000	
117	50.png	neu4.wav	158	6	180	90	Space	methexp32	2017-11-02_15.28.03.001000	
117	12b.png	neu5.wav	153	7	0	270	NoSpace	methexp32	2017-11-02_15.28.03.001000	
117	50.png	neu1.wav	158	8	0	180	Space	methexp32	2017-11-02_15.28.03.001000	
117	14b.png	neu10.wav	250	9	0	180	NoSpace	methexp32	2017-11-02_15.28.03.001000	
117	14b.png	neu7.wav	153	10	0	180	NoSpace	methexp32	2017-11-02_15.28.03.001000	
