ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
61	81b.png	n25.wav	250	1	270	180	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n45.wav	153	2	270	180	68b.png	0	methexp32	2017-10-18_11.43.51.915000
61	43.png	p73.wav	153	3	180	270	68b.png	0	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n14.wav	153	4	270	90	16b.png	0	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu1.wav	158	5	270	0	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu3.wav	158	6	90	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n50.wav	250	7	0	270	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu10.wav	158	8	90	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu9.wav	158	9	270	0	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p52.wav	250	10	90	0	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n40.wav	250	11	90	270	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n13.wav	250	12	0	270	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p45.wav	250	13	0	90	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n31.wav	250	14	90	270	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	43.png	p23.wav	153	15	270	180	98b.png	0	methexp32	2017-10-18_11.43.51.915000
61	43.png	p22.wav	153	16	0	270	43.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p91.wav	250	17	0	270	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n31.wav	153	18	0	90	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	43.png	p53.wav	153	19	0	90	16b.png	0	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n13.wav	153	20	270	0	68b.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu2.wav	170	21	270	180	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p23.wav	250	22	180	90	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p36.wav	250	23	90	180	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n31.wav	250	24	90	180	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	43.png	p45.wav	153	25	90	0	98b.png	0	methexp32	2017-10-18_11.43.51.915000
61	43.png	p21.wav	153	26	0	180	16b.png	0	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu8.wav	158	27	0	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n50.wav	250	28	180	0	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p91.wav	250	29	180	0	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p22.wav	250	30	270	180	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p52.wav	250	31	180	0	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	43.png	p91.wav	153	32	0	270	20b.png	0	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n30.wav	153	33	270	180	39b.png	0	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n13.wav	153	34	270	180	20b.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu9.wav	170	35	270	0	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n46.wav	250	36	90	0	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu8.wav	170	37	90	270	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu3.wav	170	38	270	90	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n11.wav	250	39	270	180	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p52.wav	153	40	90	270	50.png	0	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n11.wav	250	41	0	270	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p73.wav	250	42	270	180	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n30.wav	250	43	90	180	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p23.wav	153	44	270	180	43.png	0	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n25.wav	153	45	180	270	68b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p21.wav	153	46	180	0	20b.png	0	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n13.wav	250	47	180	90	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p22.wav	153	48	0	270	70b.png	0	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n25.wav	153	49	0	90	39b.png	0	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n40.wav	153	50	180	270	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p91.wav	153	51	90	180	68b.png	0	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p36.wav	250	52	180	90	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n14.wav	153	53	0	270	98b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p53.wav	153	54	90	0	43.png	0	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p89.wav	250	55	180	90	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu5.wav	158	56	90	0	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p21.wav	250	57	90	0	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p23.wav	250	58	0	270	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu6.wav	158	59	0	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n45.wav	250	60	0	180	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n14.wav	250	61	180	90	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n11.wav	153	62	180	90	20b.png	0	methexp32	2017-10-18_11.43.51.915000
61	43.png	p89.wav	153	63	90	0	98b.png	0	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p21.wav	250	64	0	270	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu7.wav	158	65	270	90	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu5.wav	170	66	0	90	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	43.png	p36.wav	153	67	90	270	68b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p89.wav	153	68	270	90	43.png	0	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n25.wav	250	69	270	180	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p73.wav	250	70	270	180	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n30.wav	153	71	90	0	39b.png	0	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu6.wav	170	72	270	90	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n30.wav	250	73	270	90	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n11.wav	153	74	270	90	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu4.wav	170	75	90	0	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	16b.png	p53.wav	250	76	180	90	16b.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n40.wav	250	77	90	0	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n31.wav	153	78	180	90	20b.png	1	methexp32	2017-10-18_11.43.51.915000
61	81b.png	n46.wav	250	79	180	90	81b.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n14.wav	250	80	270	0	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n46.wav	153	81	270	90	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p45.wav	153	82	0	180	16b.png	0	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p22.wav	250	83	180	0	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n45.wav	153	84	180	270	98b.png	0	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n46.wav	153	85	180	90	39b.png	0	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p89.wav	250	86	90	180	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu4.wav	158	87	270	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p45.wav	250	88	0	180	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n40.wav	153	89	180	90	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	70b.png	p53.wav	250	90	270	90	70b.png	1	methexp32	2017-10-18_11.43.51.915000
61	68b.png	n50.wav	153	91	0	270	68b.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu1.wav	170	92	180	270	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu7.wav	170	93	0	180	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p36.wav	153	94	0	270	43.png	0	methexp32	2017-10-18_11.43.51.915000
61	29.png	neu10.wav	170	95	270	180	29.png	1	methexp32	2017-10-18_11.43.51.915000
61	39b.png	n45.wav	250	96	90	0	39b.png	1	methexp32	2017-10-18_11.43.51.915000
61	43.png	p52.wav	153	97	180	270	43.png	1	methexp32	2017-10-18_11.43.51.915000
61	20b.png	n50.wav	153	98	0	270	81b.png	0	methexp32	2017-10-18_11.43.51.915000
61	98b.png	p73.wav	153	99	270	0	29.png	0	methexp32	2017-10-18_11.43.51.915000
61	50.png	neu2.wav	158	100	0	180	50.png	1	methexp32	2017-10-18_11.43.51.915000
