ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
158	13b.png	neu9.wav	250	1	90	270	NoSpace	methexp32	2017-11-23_15.21.28.859000	
158	14b.png	neu7.wav	153	2	180	270	NoSpace	methexp32	2017-11-23_15.21.28.859000	
158	50.png	neu3.wav	158	3	90	0	Space	methexp32	2017-11-23_15.21.28.859000	
158	13b.png	neu6.wav	153	4	180	270	NoSpace	methexp32	2017-11-23_15.21.28.859000	
158	50.png	neu1.wav	158	5	180	90	Space	methexp32	2017-11-23_15.21.28.859000	
158	12b.png	neu8.wav	250	6	90	0	NoSpace	methexp32	2017-11-23_15.21.28.859000	
158	50.png	neu4.wav	158	7	180	270	Space	methexp32	2017-11-23_15.21.28.859000	
158	50.png	neu2.wav	158	8	180	90	Space	methexp32	2017-11-23_15.21.28.859000	
158	14b.png	neu10.wav	250	9	180	270	NoSpace	methexp32	2017-11-23_15.21.28.859000	
158	12b.png	neu5.wav	153	10	0	90	NoSpace	methexp32	2017-11-23_15.21.28.859000	
