ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
159	29.png	neu2.wav	158	1	0	180	Space	methexp32	2017-11-23_15.29.08.698000	
159	13b.png	neu6.wav	153	2	270	180	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	29.png	neu4.wav	158	3	180	270	Space	methexp32	2017-11-23_15.29.08.698000	
159	14b.png	neu7.wav	153	4	270	180	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	12b.png	neu8.wav	250	5	180	270	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	29.png	neu1.wav	158	6	270	180	Space	methexp32	2017-11-23_15.29.08.698000	
159	12b.png	neu5.wav	153	7	180	0	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	14b.png	neu10.wav	250	8	270	90	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	13b.png	neu9.wav	250	9	270	0	NoSpace	methexp32	2017-11-23_15.29.08.698000	
159	29.png	neu3.wav	158	10	90	0	Space	methexp32	2017-11-23_15.29.08.698000	
