ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
43	50.png	neu9.wav	170	1	180	270	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n25.wav	250	2	0	180	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n40.wav	250	3	0	270	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p21.wav	153	4	0	270	20b.png	0	methexp32	2017-10-12_13.53.40.048000
43	29.png	neu1.wav	158	5	0	270	29.png	1	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n11.wav	250	6	180	270	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n45.wav	250	7	270	180	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n40.wav	250	8	270	90	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	29.png	neu2.wav	158	9	90	0	29.png	1	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu3.wav	170	10	270	0	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu6.wav	170	11	0	90	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	29.png	neu6.wav	158	12	0	270	29.png	1	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu8.wav	170	13	0	270	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	43.png	n30.wav	153	14	270	90	39b.png	0	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n31.wav	153	15	0	270	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n31.wav	250	16	180	270	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p45.wav	153	17	90	0	68b.png	0	methexp32	2017-10-12_13.53.40.048000
43	43.png	n50.wav	153	18	90	270	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n25.wav	250	19	90	0	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	43.png	n11.wav	153	20	180	270	98b.png	0	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n30.wav	250	21	0	90	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	43.png	n25.wav	153	22	270	90	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	43.png	n13.wav	153	23	90	270	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n30.wav	153	24	180	90	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n13.wav	250	25	270	0	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n46.wav	153	26	180	90	29.png	0	methexp32	2017-10-12_13.53.40.048000
43	43.png	n46.wav	153	27	180	0	29.png	0	methexp32	2017-10-12_13.53.40.048000
43	16b.png	p23.wav	153	28	270	0	50.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n46.wav	250	29	180	0	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	39b.png	p53.wav	250	30	90	0	39b.png	1	methexp32	2017-10-12_13.53.40.048000
43	68b.png	p89.wav	250	31	270	180	68b.png	1	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n25.wav	153	32	90	0	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	39b.png	p89.wav	250	33	180	90	39b.png	1	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n13.wav	153	34	180	90	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p53.wav	153	35	0	90	50.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n50.wav	250	36	270	180	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	16b.png	p21.wav	153	37	180	270	39b.png	0	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu10.wav	170	38	90	0	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	20b.png	n45.wav	153	39	90	0	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n14.wav	250	40	180	90	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p36.wav	153	41	180	0	39b.png	0	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n14.wav	250	42	270	90	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	70b.png	n45.wav	250	43	90	270	70b.png	1	methexp32	2017-10-12_13.53.40.048000
43	68b.png	p53.wav	250	44	90	180	68b.png	1	methexp32	2017-10-12_13.53.40.048000
43	43.png	n14.wav	153	45	180	90	81b.png	0	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu7.wav	170	46	270	180	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	81b.png	n13.wav	250	47	270	90	81b.png	1	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p89.wav	153	48	90	0	39b.png	0	methexp32	2017-10-12_13.53.40.048000
43	50.png	neu5.wav	170	49	270	90	50.png	1	methexp32	2017-10-12_13.53.40.048000
43	39b.png	p52.wav	250	50	90	270	39b.png	1	methexp32	2017-10-12_13.53.40.048000
43	98b.png	p22.wav	153	51	90	180	39b.png	0	methexp32	2017-10-12_13.53.40.048000
43	68b.png	p21.wav	250	52	0	180	68b.png	1	methexp32	2017-10-12_13.53.40.048000
43	68b.png	p91.wav	250	53	0	270	68b.png	1	methexp32	2017-10-12_13.53.40.048000
43	16b.png	p45.wav	153	54	0	180	68b.png	0	methexp32	2017-10-12_13.53.40.048000
