ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
9	12b.png	neu5.wav	153	1	180	90	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	12b.png	neu8.wav	250	2	180	0	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	14b.png	neu10.wav	250	3	270	90	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	29.png	neu1.wav	158	4	90	180	Space	methexp32	2017-08-31_12.23.53.912000	
9	29.png	neu2.wav	158	5	270	0	Space	methexp32	2017-08-31_12.23.53.912000	
9	13b.png	neu6.wav	153	6	180	0	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	14b.png	neu7.wav	153	7	90	0	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	13b.png	neu9.wav	250	8	0	270	NoSpace	methexp32	2017-08-31_12.23.53.912000	
9	29.png	neu4.wav	158	9	90	270	Space	methexp32	2017-08-31_12.23.53.912000	
9	29.png	neu3.wav	158	10	0	180	Space	methexp32	2017-08-31_12.23.53.912000	
