ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
33	13b.png	neu9.wav	250	1	90	0	NoSpace	methexp32	2017-10-09_11.02.56.069000	
33	29.png	neu1.wav	158	2	0	90	Space	methexp32	2017-10-09_11.02.56.069000	
33	29.png	neu3.wav	158	3	90	270	Space	methexp32	2017-10-09_11.02.56.069000	
33	14b.png	neu10.wav	250	4	90	0	NoSpace	methexp32	2017-10-09_11.02.56.069000	
33	29.png	neu2.wav	158	5	0	270	Space	methexp32	2017-10-09_11.02.56.069000	
33	12b.png	neu8.wav	250	6	180	90	NoSpace	methexp32	2017-10-09_11.02.56.069000	
33	29.png	neu4.wav	158	7	90	180	Space	methexp32	2017-10-09_11.02.56.069000	
33	14b.png	neu7.wav	153	8	90	180	NoSpace	methexp32	2017-10-09_11.02.56.069000	
33	13b.png	neu6.wav	153	9	0	180	NoSpace	methexp32	2017-10-09_11.02.56.069000	
33	12b.png	neu5.wav	153	10	90	180	NoSpace	methexp32	2017-10-09_11.02.56.069000	
