ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
54	20b.png	n50.wav	250	1	270	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	39b.png	p22.wav	153	2	270	180	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	68b.png	p91.wav	250	3	0	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	70b.png	n25.wav	250	4	0	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	70b.png	n13.wav	250	5	270	0	Space	methexp32	2017-10-12_16.15.32.282000	
54	81b.png	p36.wav	250	6	180	0	Space	methexp32	2017-10-12_16.15.32.282000	
54	43.png	n14.wav	153	7	0	180	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	98b.png	n11.wav	153	8	180	0	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	29.png	neu9.wav	158	9	0	270	Space	methexp32	2017-10-12_16.15.32.282000	
54	70b.png	n11.wav	250	10	270	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	98b.png	n50.wav	153	11	0	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	20b.png	n25.wav	250	12	270	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	68b.png	p36.wav	250	13	270	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	81b.png	p53.wav	250	14	90	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	81b.png	p22.wav	250	15	0	270	Space	methexp32	2017-10-12_16.15.32.282000	
54	68b.png	p52.wav	250	16	270	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	20b.png	n46.wav	250	17	90	270	Space	methexp32	2017-10-12_16.15.32.282000	
54	16b.png	p36.wav	153	18	90	270	Space	methexp32	2017-10-12_16.15.32.282000	
54	50.png	neu4.wav	170	19	0	180	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	43.png	n13.wav	153	20	90	270	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	43.png	n46.wav	153	21	90	180	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	29.png	neu4.wav	158	22	180	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	98b.png	n14.wav	153	23	90	270	NoSpace	methexp32	2017-10-12_16.15.32.282000	
54	68b.png	p45.wav	250	24	0	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	70b.png	n40.wav	250	25	270	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	16b.png	p21.wav	153	26	180	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	29.png	neu3.wav	158	27	270	90	Space	methexp32	2017-10-12_16.15.32.282000	
54	20b.png	n11.wav	250	28	180	270	Space	methexp32	2017-10-12_16.15.32.282000	
54	43.png	n50.wav	153	29	90	0	Space	methexp32	2017-10-12_16.15.32.282000	
54	20b.png	n31.wav	250	30	0	180	Space	methexp32	2017-10-12_16.15.32.282000	
54	16b.png	p23.wav	153	31	0	270	Space	methexp32	2017-10-12_16.15.32.282000	
