ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
123	14b.png	neu10.wav	250	1	90	180	NoSpace	methexp32	2017-11-06_10.58.32.315000	
123	13b.png	neu6.wav	153	2	270	0	NoSpace	methexp32	2017-11-06_10.58.32.315000	
123	29.png	neu2.wav	158	3	90	180	NoSpace	methexp32	2017-11-06_10.58.32.315000	
123	13b.png	neu9.wav	250	4	90	180	Space	methexp32	2017-11-06_10.58.32.315000	
123	14b.png	neu7.wav	153	5	180	0	Space	methexp32	2017-11-06_10.58.32.315000	
123	12b.png	neu5.wav	153	6	270	180	NoSpace	methexp32	2017-11-06_10.58.32.315000	
123	29.png	neu4.wav	158	7	270	0	Space	methexp32	2017-11-06_10.58.32.315000	
123	29.png	neu1.wav	158	8	270	0	Space	methexp32	2017-11-06_10.58.32.315000	
123	12b.png	neu8.wav	250	9	90	0	Space	methexp32	2017-11-06_10.58.32.315000	
123	29.png	neu3.wav	158	10	90	270	Space	methexp32	2017-11-06_10.58.32.315000	
