ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
65	29.png	neu4.wav	158	1	0	270	NoSpace	methexp32	2017-10-18_12.11.16.047000	
65	14b.png	neu10.wav	250	2	270	90	Space	methexp32	2017-10-18_12.11.16.047000	
65	12b.png	neu8.wav	250	3	90	270	Space	methexp32	2017-10-18_12.11.16.047000	
65	14b.png	neu7.wav	153	4	180	90	NoSpace	methexp32	2017-10-18_12.11.16.047000	
65	29.png	neu3.wav	158	5	90	270	NoSpace	methexp32	2017-10-18_12.11.16.047000	
65	12b.png	neu5.wav	153	6	270	90	Space	methexp32	2017-10-18_12.11.16.047000	
65	29.png	neu1.wav	158	7	180	270	Space	methexp32	2017-10-18_12.11.16.047000	
65	29.png	neu2.wav	158	8	90	180	Space	methexp32	2017-10-18_12.11.16.047000	
65	13b.png	neu6.wav	153	9	0	270	Space	methexp32	2017-10-18_12.11.16.047000	
65	13b.png	neu9.wav	250	10	180	270	Space	methexp32	2017-10-18_12.11.16.047000	
