ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
98	29.png	neu1.wav	158	1	270	90	Space	methexp32	2017-10-24_17.06.52.670000	
98	14b.png	neu10.wav	250	2	270	90	NoSpace	methexp32	2017-10-24_17.06.52.670000	
98	13b.png	neu6.wav	153	3	0	180	NoSpace	methexp32	2017-10-24_17.06.52.670000	
98	14b.png	neu7.wav	153	4	270	180	NoSpace	methexp32	2017-10-24_17.06.52.670000	
98	12b.png	neu5.wav	153	5	0	270	NoSpace	methexp32	2017-10-24_17.06.52.670000	
98	29.png	neu3.wav	158	6	180	270	Space	methexp32	2017-10-24_17.06.52.670000	
98	13b.png	neu9.wav	250	7	180	0	NoSpace	methexp32	2017-10-24_17.06.52.670000	
98	29.png	neu2.wav	158	8	180	270	Space	methexp32	2017-10-24_17.06.52.670000	
98	29.png	neu4.wav	158	9	0	270	Space	methexp32	2017-10-24_17.06.52.670000	
98	12b.png	neu8.wav	250	10	180	90	NoSpace	methexp32	2017-10-24_17.06.52.670000	
