ParticipantNumber	CS	US	Length	TrialNr	maskTurnsPre	maskTurnsPost	Answer	correctAnswer	computerName	timeStamp
34	70b.png	p21.wav	153	1	0	180	29.png	0	methexp32	2017-10-09_14.06.01.419000
34	81b.png	n30.wav	153	2	90	180	81b.png	1	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu5.wav	158	3	180	90	70b.png	0	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu8.wav	158	4	90	180	39b.png	0	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n45.wav	153	5	90	0	39b.png	0	methexp32	2017-10-09_14.06.01.419000
34	81b.png	n11.wav	153	6	270	180	43.png	0	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p21.wav	250	7	90	0	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	43.png	p52.wav	153	8	0	270	68b.png	0	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p73.wav	153	9	180	90	50.png	0	methexp32	2017-10-09_14.06.01.419000
34	43.png	p36.wav	153	10	180	270	68b.png	0	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu6.wav	158	11	270	0	50.png	1	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p36.wav	250	12	270	0	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	29.png	neu3.wav	170	13	270	90	29.png	1	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p52.wav	153	14	90	0	39b.png	0	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n40.wav	153	15	0	180	50.png	0	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu10.wav	158	16	90	0	50.png	1	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p22.wav	250	17	180	90	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	29.png	neu4.wav	170	18	90	180	29.png	1	methexp32	2017-10-09_14.06.01.419000
34	43.png	p23.wav	153	19	0	90	98b.png	0	methexp32	2017-10-09_14.06.01.419000
34	68b.png	p36.wav	250	20	90	0	68b.png	1	methexp32	2017-10-09_14.06.01.419000
34	81b.png	n13.wav	153	21	270	0	20b.png	0	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p22.wav	153	22	270	180	50.png	0	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n30.wav	153	23	90	0	68b.png	0	methexp32	2017-10-09_14.06.01.419000
34	98b.png	n14.wav	250	24	270	180	98b.png	1	methexp32	2017-10-09_14.06.01.419000
34	39b.png	n11.wav	250	25	90	270	98b.png	0	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p89.wav	250	26	270	180	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n31.wav	153	27	270	90	98b.png	0	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n25.wav	153	28	270	180	39b.png	0	methexp32	2017-10-09_14.06.01.419000
34	43.png	p89.wav	153	29	270	90	16b.png	0	methexp32	2017-10-09_14.06.01.419000
34	68b.png	p23.wav	250	30	0	270	68b.png	1	methexp32	2017-10-09_14.06.01.419000
34	68b.png	p21.wav	250	31	180	90	68b.png	1	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu1.wav	158	32	180	90	50.png	1	methexp32	2017-10-09_14.06.01.419000
34	68b.png	p22.wav	250	33	90	0	68b.png	1	methexp32	2017-10-09_14.06.01.419000
34	98b.png	n50.wav	250	34	0	180	98b.png	1	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n50.wav	153	35	180	270	98b.png	0	methexp32	2017-10-09_14.06.01.419000
34	39b.png	n13.wav	250	36	90	270	43.png	0	methexp32	2017-10-09_14.06.01.419000
34	43.png	p73.wav	153	37	270	90	16b.png	0	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p45.wav	153	38	0	90	68b.png	0	methexp32	2017-10-09_14.06.01.419000
34	29.png	neu10.wav	170	39	90	0	29.png	1	methexp32	2017-10-09_14.06.01.419000
34	50.png	neu9.wav	158	40	90	270	50.png	1	methexp32	2017-10-09_14.06.01.419000
34	68b.png	p52.wav	250	41	180	0	68b.png	1	methexp32	2017-10-09_14.06.01.419000
34	29.png	neu1.wav	170	42	270	0	29.png	1	methexp32	2017-10-09_14.06.01.419000
34	81b.png	n40.wav	153	43	90	0	20b.png	0	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p53.wav	250	44	180	270	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	39b.png	n50.wav	250	45	0	270	39b.png	1	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p23.wav	250	46	90	0	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p36.wav	153	47	0	90	16b.png	0	methexp32	2017-10-09_14.06.01.419000
34	16b.png	p91.wav	250	48	90	180	16b.png	1	methexp32	2017-10-09_14.06.01.419000
34	43.png	p91.wav	153	49	180	270	16b.png	0	methexp32	2017-10-09_14.06.01.419000
34	39b.png	n25.wav	250	50	0	90	98b.png	0	methexp32	2017-10-09_14.06.01.419000
34	20b.png	n14.wav	153	51	180	270	70b.png	0	methexp32	2017-10-09_14.06.01.419000
34	39b.png	n14.wav	250	52	270	180	81b.png	0	methexp32	2017-10-09_14.06.01.419000
34	70b.png	p91.wav	153	53	90	180	16b.png	0	methexp32	2017-10-09_14.06.01.419000
