ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
16	29.png	neu4.wav	158	1	180	0	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	29.png	neu3.wav	158	2	180	90	Space	methexp32	2017-09-11_11.25.59.855000	
16	14b.png	neu10.wav	250	3	0	180	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	29.png	neu2.wav	158	4	90	270	Space	methexp32	2017-09-11_11.25.59.855000	
16	29.png	neu1.wav	158	5	0	90	Space	methexp32	2017-09-11_11.25.59.855000	
16	13b.png	neu6.wav	153	6	270	180	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	12b.png	neu8.wav	250	7	270	90	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	13b.png	neu9.wav	250	8	0	180	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	12b.png	neu5.wav	153	9	0	90	NoSpace	methexp32	2017-09-11_11.25.59.855000	
16	14b.png	neu7.wav	153	10	180	0	NoSpace	methexp32	2017-09-11_11.25.59.855000	
