ParticipantNumber	CS	US	Length	TrialNr	maskTurns1	maskTurns2	space	computerName	timeStamp	
45	13b.png	neu9.wav	250	1	0	270	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	12b.png	neu5.wav	153	2	90	180	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	12b.png	neu8.wav	250	3	90	0	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	50.png	neu4.wav	158	4	180	270	Space	methexp32	2017-10-12_14.29.13.121000	
45	13b.png	neu6.wav	153	5	0	90	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	14b.png	neu7.wav	153	6	270	180	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	14b.png	neu10.wav	250	7	270	90	NoSpace	methexp32	2017-10-12_14.29.13.121000	
45	50.png	neu2.wav	158	8	270	180	Space	methexp32	2017-10-12_14.29.13.121000	
45	50.png	neu3.wav	158	9	0	180	Space	methexp32	2017-10-12_14.29.13.121000	
45	50.png	neu1.wav	158	10	90	270	Space	methexp32	2017-10-12_14.29.13.121000	
