subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
48,Mneu05_.bmp,6,3316694,3329428
48,nw6.bmp,9,3330288,3336515
48,cs1.bmp,12,3337128,3340722
48,Mneu20_.bmp,12,3341349,3344554
48,nw30.bmp,13,3345164,3353617
48,nw11.bmp,15,3354236,3358534
48,cs4.bmp,9,3359163,3363038
48,nw22.bmp,18,3363659,3367223
48,nw5.bmp,3,3367835,3372910
48,cs25.bmp,9,3373545,3378671
48,cs14.bmp,11,3379283,3382234
48,nw23.bmp,9,3382849,3389490
48,nw16.bmp,13,3390108,3398334
48,M13.bmp,7,3398954,3403495
48,cs5.bmp,18,3404108,3407803
48,W17.bmp,13,3408415,3415609
48,cs8.bmp,18,3416225,3418474
48,cs11.bmp,18,3419096,3421244
48,nw1.bmp,6,3421860,3425371
48,Mneu04_.bmp,14,3425990,3431140
48,cs17.bmp,15,3431755,3437809
48,nw15.bmp,9,3438425,3443125
48,nw19.bmp,9,3443745,3447234
48,cs12.bmp,13,3447850,3452063
48,cs2.bmp,18,3452673,3456624
48,Mneu11_.bmp,18,3457240,3459451
48,cs9.bmp,3,3460062,3463725
48,nw13.bmp,2,3464345,3467777
48,cs6.bmp,9,3468392,3473211
48,nw29.bmp,9,3473827,3478070
48,M07.bmp,5,3478687,3481829
48,nw21.bmp,14,3482452,3485588
48,cs24.bmp,12,3486204,3496984
48,cs15.bmp,4,3497604,3499936
48,W20.bmp,13,3500557,3503247
48,nw20.bmp,5,3503863,3508499
48,cs13.bmp,16,3509110,3512390
48,W16.bmp,13,3513005,3515854
48,W15.bmp,7,3516475,3520933
48,Mneu24_.bmp,18,3521545,3526165
48,nw25.bmp,11,3526783,3530531
48,nw9.bmp,13,3531147,3536180
48,M16_.bmp,12,3536793,3539044
48,M02_.bmp,8,3539664,3543270
48,nw2.bmp,13,3543886,3548205
48,nw18.bmp,12,3548819,3553183
48,nw7.bmp,9,3553794,3555740
48,cs26.bmp,15,3556359,3558993
48,cs20.bmp,6,3559606,3564730
48,cs10.bmp,9,3565348,3570505
48,cs27.bmp,14,3571124,3575869
48,M18.bmp,11,3576488,3578657
48,M14.bmp,11,3579277,3583584
48,nw10.bmp,14,3584195,3589359
48,cs28.bmp,7,3589971,3594431
48,cs18.bmp,18,3595042,3599765
48,W03.bmp,17,3600384,3603191
48,cs21.bmp,15,3603809,3608068
48,Wneu03_.bmp,11,3608690,3612408
48,nw17.bmp,13,3613019,3616469
48,nw26.bmp,6,3617090,3620329
48,cs19.bmp,15,3620949,3624949
48,cs7.bmp,6,3625562,3629561
48,Wneu02_.bmp,10,3630172,3634976
48,Mneu18_.bmp,4,3635597,3639251
48,nw3.bmp,5,3639866,3642705
48,cs23.bmp,13,3643326,3646214
48,Mneu01_.bmp,11,3646832,3652459
48,nw24.bmp,9,3653079,3659639
48,cs29.bmp,3,3660256,3667429
48,M12.bmp,11,3668045,3670778
48,cs30.bmp,15,3671399,3673151
48,nw28.bmp,13,3673762,3676785
48,nw4.bmp,16,3677397,3680745
48,W04.bmp,14,3681362,3684676
48,cs16.bmp,9,3685292,3688673
48,PM04.bmp,13,3689299,3692160
48,Wneu01_.bmp,14,3692775,3697392
48,W02.bmp,12,3698009,3700933
48,W19.bmp,12,3701553,3707348
48,nw14.bmp,11,3707962,3711562
48,Wneu05_.bmp,18,3712175,3716882
48,nw12.bmp,6,3717494,3720388
48,W07.bmp,13,3720999,3726905
48,nw8.bmp,14,3727517,3736098
48,cs22.bmp,7,3736717,3741090
48,W12.bmp,11,3741707,3744846
48,nw27.bmp,6,3745458,3753182
48,cs3.bmp,12,3753801,3755952
48,Mneu25_.bmp,8,3756569,3760817
