subject_nr,order,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
44,1,2,1,0,cs17.bmp,neg,product,A,30,2750.jpg,1000,maske_5.bmp,500,maske_8.bmp,970,cs3.bmp,cs17.bmp,cs19.bmp,cs29.bmp,cs30.bmp,Mneu01_.bmp,M07.bmp,Mneu18_.bmp,W16.bmp,Mneu20_.bmp,nw8.bmp,nw24.bmp,nw6.bmp,nw13.bmp,nw29.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,89617,95001,101406,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,1,nw30.bmp,pos,nonword,A,30,5910.JPG,1000,maske_5.bmp,500,maske_12.bmp,970,cs5.bmp,cs18.bmp,cs14.bmp,cs28.bmp,cs22.bmp,Wneu02_.bmp,Wneu05_.bmp,Mneu05_.bmp,W19.bmp,M13.bmp,nw19.bmp,nw4.bmp,nw25.bmp,nw16.bmp,nw30.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,104787,119802,123347,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,2,nw22.bmp,pos,nonword,B,60,2550.jpg,1000,maske_12.bmp,500,maske_4.bmp,940,cs4.bmp,cs1.bmp,cs9.bmp,cs11.bmp,cs21.bmp,Wneu03_.bmp,W12.bmp,W20.bmp,Mneu04_.bmp,PM04.bmp,nw15.bmp,nw21.bmp,nw22.bmp,nw9.bmp,nw23.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,126526,131677,134556,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,3,cs14.bmp,pos,product,A,30,2057.jpg,1000,maske_11.bmp,500,maske_5.bmp,970,cs22.bmp,cs14.bmp,cs28.bmp,cs18.bmp,cs5.bmp,W19.bmp,Mneu05_.bmp,Wneu02_.bmp,Wneu05_.bmp,M13.bmp,nw30.bmp,nw25.bmp,nw4.bmp,nw16.bmp,nw19.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,137716,147468,150513,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,4,Mneu24_.bmp,neg,face,B,60,9435.jpg,1000,maske_10.bmp,500,maske_6.bmp,940,Wneu01_.bmp,W15.bmp,M18.bmp,Mneu24_.bmp,W07.bmp,nw10.bmp,nw26.bmp,nw20.bmp,nw2.bmp,nw7.bmp,cs27.bmp,cs25.bmp,cs15.bmp,cs16.bmp,cs24.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,153676,170383,172204,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,5,cs11.bmp,pos,product,B,60,8461.jpg,1000,maske_3.bmp,500,maske_6.bmp,940,cs1.bmp,cs21.bmp,cs11.bmp,cs9.bmp,cs4.bmp,Wneu03_.bmp,PM04.bmp,W20.bmp,Mneu04_.bmp,W12.bmp,nw22.bmp,nw21.bmp,nw9.bmp,nw23.bmp,nw15.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,175365,178690,181442,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,6,cs20.bmp,neg,product,C,100,9830.jpg,1000,maske_1.bmp,500,maske_4.bmp,900,nw27.bmp,nw11.bmp,nw12.bmp,nw17.bmp,nw14.bmp,cs26.bmp,cs6.bmp,cs13.bmp,cs7.bmp,cs20.bmp,W17.bmp,M02_.bmp,M12.bmp,W02.bmp,Mneu25_.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,184606,193833,197213,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,7,nw2.bmp,neg,nonword,B,60,6311.jpg,1000,maske_12.bmp,500,maske_6.bmp,940,Mneu24_.bmp,Wneu01_.bmp,W07.bmp,M18.bmp,W15.bmp,nw10.bmp,nw20.bmp,nw26.bmp,nw7.bmp,nw2.bmp,cs15.bmp,cs27.bmp,cs25.bmp,cs16.bmp,cs24.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,200386,203841,205575,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,8,cs8.bmp,pos,product,C,100,2040.jpg,1000,maske_5.bmp,500,maske_10.bmp,900,nw1.bmp,nw18.bmp,nw5.bmp,nw28.bmp,nw3.bmp,M14.bmp,Mneu11_.bmp,M16_.bmp,W03.bmp,W04.bmp,cs10.bmp,cs12.bmp,cs2.bmp,cs23.bmp,cs8.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,208785,216389,218622,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,9,Mneu25_.bmp,neg,face,C,100,9330.jpg,1000,maske_11.bmp,500,maske_3.bmp,900,W17.bmp,M12.bmp,M02_.bmp,W02.bmp,Mneu25_.bmp,nw11.bmp,nw17.bmp,nw14.bmp,nw12.bmp,nw27.bmp,cs20.bmp,cs7.bmp,cs13.bmp,cs26.bmp,cs6.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,221965,224430,225838,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,10,W12.bmp,pos,face,B,60,1999.jpg,1000,maske_6.bmp,500,maske_4.bmp,940,cs9.bmp,cs11.bmp,cs21.bmp,cs1.bmp,cs4.bmp,nw21.bmp,nw22.bmp,nw15.bmp,nw9.bmp,nw23.bmp,PM04.bmp,Wneu03_.bmp,W12.bmp,Mneu04_.bmp,W20.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,229015,236260,238448,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,11,nw16.bmp,pos,nonword,A,30,2091.jpg,1000,maske_2.bmp,500,maske_1.bmp,970,nw19.bmp,nw16.bmp,nw25.bmp,nw30.bmp,nw4.bmp,Mneu05_.bmp,W19.bmp,Wneu02_.bmp,M13.bmp,Wneu05_.bmp,cs14.bmp,cs22.bmp,cs5.bmp,cs18.bmp,cs28.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,241625,247447,248954,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,12,nw18.bmp,pos,nonword,C,100,5831.jpg,1000,maske_9.bmp,500,maske_7.bmp,900,M16_.bmp,W04.bmp,W03.bmp,Mneu11_.bmp,M14.bmp,nw3.bmp,nw28.bmp,nw5.bmp,nw18.bmp,nw1.bmp,cs23.bmp,cs10.bmp,cs12.bmp,cs8.bmp,cs2.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,252115,255476,256686,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,13,nw9.bmp,pos,nonword,B,60,2395.jpg,1000,maske_5.bmp,500,maske_6.bmp,940,nw22.bmp,nw21.bmp,nw9.bmp,nw15.bmp,nw23.bmp,cs9.bmp,cs21.bmp,cs11.bmp,cs1.bmp,cs4.bmp,Mneu04_.bmp,Wneu03_.bmp,PM04.bmp,W20.bmp,W12.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,259874,261701,262819,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,14,nw23.bmp,pos,nonword,B,60,1750.JPG,1000,maske_5.bmp,500,maske_8.bmp,940,Mneu04_.bmp,W12.bmp,W20.bmp,PM04.bmp,Wneu03_.bmp,nw22.bmp,nw15.bmp,nw9.bmp,nw23.bmp,nw21.bmp,cs4.bmp,cs21.bmp,cs1.bmp,cs11.bmp,cs9.bmp,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,266004,267546,269027,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,15,nw14.bmp,neg,nonword,C,100,9561.jpg,1000,maske_4.bmp,500,maske_12.bmp,900,nw14.bmp,nw11.bmp,nw17.bmp,nw12.bmp,nw27.bmp,cs20.bmp,cs6.bmp,cs13.bmp,cs26.bmp,cs7.bmp,W17.bmp,Mneu25_.bmp,M02_.bmp,M12.bmp,W02.bmp,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,272214,275076,276263,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,16,Mneu11_.bmp,pos,face,C,100,2341.jpg,1000,maske_10.bmp,500,maske_7.bmp,900,M16_.bmp,W03.bmp,M14.bmp,W04.bmp,Mneu11_.bmp,nw3.bmp,nw28.bmp,nw5.bmp,nw1.bmp,nw18.bmp,cs2.bmp,cs10.bmp,cs23.bmp,cs8.bmp,cs12.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,279434,291006,292243,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,17,cs6.bmp,neg,product,C,100,9561.jpg,1000,maske_7.bmp,500,maske_6.bmp,900,cs26.bmp,cs6.bmp,cs7.bmp,cs13.bmp,cs20.bmp,M12.bmp,W17.bmp,W02.bmp,Mneu25_.bmp,M02_.bmp,nw12.bmp,nw11.bmp,nw17.bmp,nw27.bmp,nw14.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,295514,315184,317481,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,18,nw20.bmp,neg,nonword,B,60,9007.jpg,1000,maske_7.bmp,500,maske_9.bmp,940,cs27.bmp,cs24.bmp,cs15.bmp,cs25.bmp,cs16.bmp,nw2.bmp,nw20.bmp,nw10.bmp,nw26.bmp,nw7.bmp,Wneu01_.bmp,W07.bmp,M18.bmp,W15.bmp,Mneu24_.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,320824,324456,342088,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,19,PM04.bmp,pos,face,B,60,5830.JPG,1000,maske_12.bmp,500,maske_4.bmp,940,nw22.bmp,nw15.bmp,nw23.bmp,nw9.bmp,nw21.bmp,W12.bmp,W20.bmp,Wneu03_.bmp,PM04.bmp,Mneu04_.bmp,cs21.bmp,cs4.bmp,cs9.bmp,cs11.bmp,cs1.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,345253,347703,369304,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,20,nw13.bmp,neg,nonword,A,30,9180.JPG,1000,maske_10.bmp,500,maske_4.bmp,970,nw8.bmp,nw24.bmp,nw13.bmp,nw6.bmp,nw29.bmp,cs29.bmp,cs3.bmp,cs17.bmp,cs19.bmp,cs30.bmp,Mneu18_.bmp,Mneu01_.bmp,W16.bmp,M07.bmp,Mneu20_.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,372483,374991,376545,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,21,cs25.bmp,neg,product,B,60,9180.JPG,1000,maske_5.bmp,500,maske_11.bmp,940,Mneu24_.bmp,W15.bmp,M18.bmp,Wneu01_.bmp,W07.bmp,nw26.bmp,nw7.bmp,nw2.bmp,nw20.bmp,nw10.bmp,cs16.bmp,cs24.bmp,cs15.bmp,cs25.bmp,cs27.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,379723,382417,383967,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,22,nw12.bmp,neg,nonword,C,100,2053.JPG,1000,maske_2.bmp,500,maske_9.bmp,900,W02.bmp,W17.bmp,M12.bmp,Mneu25_.bmp,M02_.bmp,nw12.bmp,nw17.bmp,nw27.bmp,nw14.bmp,nw11.bmp,cs7.bmp,cs26.bmp,cs6.bmp,cs13.bmp,cs20.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,387132,389670,390987,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,23,cs18.bmp,pos,product,A,30,2216.jpg,1000,maske_3.bmp,500,maske_6.bmp,970,nw30.bmp,nw16.bmp,nw4.bmp,nw25.bmp,nw19.bmp,cs22.bmp,cs5.bmp,cs28.bmp,cs14.bmp,cs18.bmp,Wneu02_.bmp,Wneu05_.bmp,W19.bmp,Mneu05_.bmp,M13.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,394153,400926,402771,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,24,nw27.bmp,neg,nonword,C,100,9320.jpg,1000,maske_2.bmp,500,maske_10.bmp,900,W17.bmp,M12.bmp,Mneu25_.bmp,W02.bmp,M02_.bmp,nw14.bmp,nw17.bmp,nw11.bmp,nw12.bmp,nw27.bmp,cs6.bmp,cs20.bmp,cs26.bmp,cs7.bmp,cs13.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,405932,408064,409965,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,25,cs15.bmp,neg,product,B,60,2900.1.jpg,1000,maske_1.bmp,500,maske_7.bmp,940,cs15.bmp,cs24.bmp,cs25.bmp,cs16.bmp,cs27.bmp,nw26.bmp,nw2.bmp,nw20.bmp,nw7.bmp,nw10.bmp,Wneu01_.bmp,W15.bmp,Mneu24_.bmp,M18.bmp,W07.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,413122,416006,417315,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,26,cs24.bmp,neg,product,B,60,3181.jpg,1000,maske_10.bmp,500,maske_1.bmp,940,M18.bmp,W15.bmp,Mneu24_.bmp,Wneu01_.bmp,W07.bmp,nw7.bmp,nw26.bmp,nw20.bmp,nw2.bmp,nw10.bmp,cs16.bmp,cs15.bmp,cs27.bmp,cs24.bmp,cs25.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,420512,423525,424763,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,27,cs29.bmp,neg,product,A,30,2141.jpg,1000,maske_7.bmp,500,maske_6.bmp,970,cs19.bmp,cs30.bmp,cs29.bmp,cs17.bmp,cs3.bmp,nw24.bmp,nw29.bmp,nw8.bmp,nw13.bmp,nw6.bmp,Mneu01_.bmp,Mneu20_.bmp,W16.bmp,M07.bmp,Mneu18_.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,428112,429395,430495,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,28,W20.bmp,pos,face,B,60,1463.jpg,1000,maske_11.bmp,500,maske_2.bmp,940,nw21.bmp,nw9.bmp,nw15.bmp,nw23.bmp,nw22.bmp,Wneu03_.bmp,W12.bmp,PM04.bmp,Mneu04_.bmp,W20.bmp,cs4.bmp,cs21.bmp,cs9.bmp,cs1.bmp,cs11.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,433672,437199,438733,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,1,29,cs30.bmp,neg,product,A,30,2900.1.jpg,1000,maske_11.bmp,500,maske_10.bmp,970,Mneu01_.bmp,Mneu18_.bmp,W16.bmp,M07.bmp,Mneu20_.bmp,cs29.bmp,cs17.bmp,cs3.bmp,cs30.bmp,cs19.bmp,nw13.bmp,nw24.bmp,nw29.bmp,nw8.bmp,nw6.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,441902,445274,447823,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
