subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
29,cs11.bmp,9,4020938,4034839
29,W15.bmp,9,4035719,4041998
29,cs15.bmp,9,4042646,4045838
29,W19.bmp,9,4046485,4049054
29,cs28.bmp,14,4049706,4053191
29,nw10.bmp,9,4053848,4057735
29,nw26.bmp,9,4058390,4060094
29,nw2.bmp,9,4060745,4063126
29,Mneu25_.bmp,10,4063775,4066695
29,nw21.bmp,12,4067348,4069887
29,Wneu01_.bmp,16,4070536,4075143
29,cs2.bmp,10,4075795,4078486
29,nw1.bmp,8,4079135,4080918
29,M02_.bmp,8,4081566,4084078
29,cs22.bmp,16,4084725,4087207
29,nw6.bmp,12,4087855,4090367
29,nw17.bmp,16,4091014,4093830
29,W02.bmp,14,4094488,4096734
29,cs9.bmp,9,4097384,4099998
29,Wneu02_.bmp,17,4100649,4103175
29,M12.bmp,8,4103825,4105631
29,nw9.bmp,17,4106288,4108671
29,W07.bmp,12,4109324,4112814
29,nw7.bmp,11,4113464,4117790
29,cs16.bmp,9,4118444,4120519
29,Mneu24_.bmp,6,4121176,4123823
29,W03.bmp,10,4124474,4126535
29,cs6.bmp,9,4127184,4131678
29,M18.bmp,7,4132334,4134142
29,nw22.bmp,9,4134794,4137455
29,cs18.bmp,15,4138104,4141151
29,cs19.bmp,17,4141805,4144175
29,nw13.bmp,13,4144824,4147294
29,M13.bmp,8,4147945,4150614
29,cs24.bmp,10,4151263,4154231
29,nw29.bmp,11,4154885,4159207
29,Mneu18_.bmp,18,4159853,4162391
29,cs26.bmp,18,4163045,4165550
29,W16.bmp,8,4166203,4168318
29,nw20.bmp,9,4168973,4170670
29,nw3.bmp,9,4171321,4172511
29,cs17.bmp,12,4173165,4175471
29,cs29.bmp,9,4176123,4177959
29,Mneu20_.bmp,8,4178613,4180814
29,Mneu04_.bmp,14,4181468,4185438
29,W17.bmp,15,4186102,4188262
29,nw28.bmp,11,4188912,4190607
29,M14.bmp,7,4191263,4193543
29,Wneu05_.bmp,9,4194193,4196223
29,Wneu03_.bmp,12,4196874,4199558
29,nw15.bmp,9,4200213,4202046
29,Mneu11_.bmp,16,4202701,4204758
29,W20.bmp,8,4205412,4207231
29,cs7.bmp,7,4207885,4210127
29,cs30.bmp,18,4210782,4213191
29,Mneu01_.bmp,9,4213842,4217046
29,cs8.bmp,7,4217701,4220230
29,cs27.bmp,9,4220882,4223294
29,nw25.bmp,9,4223941,4225927
29,nw23.bmp,10,4226582,4228743
29,nw4.bmp,10,4229393,4231191
29,cs14.bmp,12,4231844,4234022
29,nw24.bmp,10,4234694,4237006
29,cs10.bmp,7,4237661,4239590
29,W12.bmp,8,4240241,4241911
29,cs13.bmp,9,4242564,4244271
29,nw5.bmp,14,4244922,4247167
29,nw30.bmp,10,4247820,4249575
29,Mneu05_.bmp,7,4250221,4251862
29,cs23.bmp,13,4252528,4254734
29,cs5.bmp,9,4255381,4256958
29,M07.bmp,8,4257635,4259767
29,nw8.bmp,12,4260421,4262311
29,cs25.bmp,11,4262963,4265639
29,cs3.bmp,8,4266291,4268286
29,nw18.bmp,15,4268941,4271358
29,nw19.bmp,8,4272011,4273830
29,nw14.bmp,9,4274491,4276262
29,W04.bmp,16,4276911,4278799
29,cs12.bmp,11,4279451,4282239
29,cs20.bmp,13,4282891,4285167
29,nw27.bmp,16,4285831,4287782
29,nw11.bmp,12,4288430,4290638
29,cs1.bmp,8,4291292,4294399
29,cs4.bmp,9,4295051,4296911
29,cs21.bmp,11,4297562,4299503
29,nw12.bmp,14,4300150,4304710
29,M16_.bmp,8,4305361,4307062
29,PM04.bmp,7,4307710,4309478
29,nw16.bmp,9,4310131,4311759
