subject_nr,order,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
19,1,2,1,0,cs2.bmp,pos,product,C,100,2080.jpg,1000,maske_2.bmp,500,maske_9.bmp,900,cs22.bmp,cs2.bmp,cs13.bmp,cs26.bmp,cs16.bmp,nw17.bmp,nw21.bmp,nw8.bmp,nw25.bmp,nw4.bmp,M12.bmp,Mneu25_.bmp,M13.bmp,Mneu18_.bmp,M07.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,149925,191517,195507,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,1,W19.bmp,pos,face,A,30,1463.jpg,1000,maske_10.bmp,500,maske_11.bmp,970,nw14.bmp,nw24.bmp,nw10.bmp,nw3.bmp,nw6.bmp,Mneu20_.bmp,W19.bmp,W07.bmp,Wneu03_.bmp,W16.bmp,cs1.bmp,cs18.bmp,cs30.bmp,cs28.bmp,cs23.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,198561,216303,218532,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,2,W02.bmp,neg,face,A,30,2276.jpg,1000,maske_5.bmp,500,maske_7.bmp,970,M16_.bmp,M02_.bmp,W02.bmp,Wneu01_.bmp,Wneu02_.bmp,cs27.bmp,cs20.bmp,cs29.bmp,cs4.bmp,cs10.bmp,nw15.bmp,nw11.bmp,nw19.bmp,nw28.bmp,nw16.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,221385,246416,251729,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,3,cs1.bmp,pos,product,A,30,2071.jpg,1000,maske_12.bmp,500,maske_9.bmp,970,nw24.bmp,nw10.bmp,nw3.bmp,nw14.bmp,nw6.bmp,cs18.bmp,cs1.bmp,cs30.bmp,cs28.bmp,cs23.bmp,Mneu20_.bmp,W19.bmp,W07.bmp,Wneu03_.bmp,W16.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,254586,258434,259614,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,4,PM04.bmp,neg,face,B,60,9340.JPG,1000,maske_5.bmp,500,maske_10.bmp,940,Mneu01_.bmp,PM04.bmp,W04.bmp,Mneu05_.bmp,Mneu04_.bmp,cs17.bmp,cs9.bmp,cs7.bmp,cs8.bmp,cs5.bmp,nw5.bmp,nw20.bmp,nw22.bmp,nw12.bmp,nw23.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,262474,277892,280315,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,5,cs29.bmp,neg,product,A,30,9342.jpg,1000,maske_1.bmp,500,maske_6.bmp,970,nw19.bmp,nw16.bmp,nw15.bmp,nw11.bmp,nw28.bmp,M02_.bmp,Wneu01_.bmp,M16_.bmp,Wneu02_.bmp,W02.bmp,cs10.bmp,cs29.bmp,cs4.bmp,cs27.bmp,cs20.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,283186,289803,290885,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,6,cs30.bmp,pos,product,A,30,1750.JPG,1000,maske_3.bmp,500,maske_9.bmp,970,Mneu20_.bmp,W19.bmp,W07.bmp,Wneu03_.bmp,W16.bmp,nw3.bmp,nw6.bmp,nw10.bmp,nw14.bmp,nw24.bmp,cs1.bmp,cs23.bmp,cs18.bmp,cs30.bmp,cs28.bmp,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,293740,316523,317536,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,7,nw18.bmp,neg,nonword,C,100,2141.jpg,1000,maske_4.bmp,500,maske_10.bmp,900,cs12.bmp,cs14.bmp,cs11.bmp,cs15.bmp,cs6.bmp,nw18.bmp,nw7.bmp,nw26.bmp,nw13.bmp,nw9.bmp,W15.bmp,W03.bmp,Wneu05_.bmp,M14.bmp,W17.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,320389,322871,327685,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,8,nw28.bmp,neg,nonword,A,30,9041.jpg,1000,maske_10.bmp,500,maske_7.bmp,970,Wneu02_.bmp,Wneu01_.bmp,M02_.bmp,M16_.bmp,W02.bmp,nw16.bmp,nw19.bmp,nw11.bmp,nw15.bmp,nw28.bmp,cs4.bmp,cs29.bmp,cs20.bmp,cs10.bmp,cs27.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,330600,342839,343758,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,1,9,Mneu04_.bmp,neg,face,B,60,2205.jpg,1000,maske_11.bmp,500,maske_3.bmp,940,cs5.bmp,cs17.bmp,cs7.bmp,cs8.bmp,cs9.bmp,Mneu05_.bmp,Mneu04_.bmp,PM04.bmp,Mneu01_.bmp,W04.bmp,nw5.bmp,nw12.bmp,nw23.bmp,nw20.bmp,nw22.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,346817,353963,355250,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
