subject_nr,order,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
1,2,2,1,0,cs24.bmp,pos,product,B,60,2209.jpg,1000,maske_6.bmp,500,maske_2.bmp,940,cs18.bmp,cs24.bmp,cs5.bmp,cs30.bmp,cs12.bmp,nw12.bmp,nw23.bmp,nw2.bmp,nw20.bmp,nw24.bmp,W16.bmp,W03.bmp,M16_.bmp,M07.bmp,M18.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,177653,173821,202433,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,1,cs11.bmp,neg,product,C,100,2900.1.jpg,1000,maske_8.bmp,500,maske_12.bmp,900,Mneu04_.bmp,Mneu20_.bmp,W19.bmp,M14.bmp,M02_.bmp,cs11.bmp,cs23.bmp,cs22.bmp,cs26.bmp,cs7.bmp,nw21.bmp,nw13.bmp,nw14.bmp,nw9.bmp,nw10.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,210907,205559,224578,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,2,nw24.bmp,pos,nonword,B,60,5830.JPG,1000,maske_6.bmp,500,maske_2.bmp,940,nw20.bmp,nw24.bmp,nw23.bmp,nw12.bmp,nw2.bmp,cs18.bmp,cs30.bmp,cs12.bmp,cs24.bmp,cs5.bmp,W16.bmp,M07.bmp,M16_.bmp,W03.bmp,M18.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,229188,227434,264098,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,3,cs25.bmp,neg,product,A,30,9265.jpg,1000,maske_8.bmp,500,maske_2.bmp,970,nw30.bmp,nw18.bmp,nw8.bmp,nw22.bmp,nw1.bmp,cs8.bmp,cs25.bmp,cs15.bmp,cs2.bmp,cs27.bmp,M13.bmp,Mneu25_.bmp,W20.bmp,Mneu05_.bmp,Mneu11_.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,269878,266960,281010,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,4,Mneu24_.bmp,pos,face,A,30,2091.jpg,1000,maske_2.bmp,500,maske_11.bmp,970,M12.bmp,PM04.bmp,Wneu03_.bmp,W12.bmp,Mneu24_.bmp,nw19.bmp,nw7.bmp,nw26.bmp,nw28.bmp,nw11.bmp,cs4.bmp,cs29.bmp,cs13.bmp,cs14.bmp,cs6.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,305615,283867,338254,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,5,Mneu01_.bmp,neg,face,B,60,2750.jpg,1000,maske_1.bmp,500,maske_10.bmp,940,cs10.bmp,cs9.bmp,cs28.bmp,cs17.bmp,cs20.bmp,W02.bmp,Mneu01_.bmp,Wneu05_.bmp,W15.bmp,W04.bmp,nw3.bmp,nw5.bmp,nw15.bmp,nw29.bmp,nw27.bmp,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,344393,341109,359993,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,6,Mneu25_.bmp,neg,face,A,30,9041.jpg,1000,maske_4.bmp,500,maske_2.bmp,970,cs8.bmp,cs25.bmp,cs27.bmp,cs15.bmp,cs2.bmp,nw18.bmp,nw22.bmp,nw1.bmp,nw8.bmp,nw30.bmp,W20.bmp,Mneu05_.bmp,Mneu25_.bmp,M13.bmp,Mneu11_.bmp,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,367388,362845,378854,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,7,W15.bmp,neg,face,B,60,9180.JPG,1000,maske_9.bmp,500,maske_6.bmp,940,nw15.bmp,nw29.bmp,nw5.bmp,nw27.bmp,nw3.bmp,W15.bmp,W04.bmp,Wneu05_.bmp,W02.bmp,Mneu01_.bmp,cs9.bmp,cs28.bmp,cs20.bmp,cs17.bmp,cs10.bmp,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,401032,381733,414874,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,8,nw28.bmp,pos,nonword,A,30,4626.jpg,1000,maske_5.bmp,500,maske_2.bmp,970,nw7.bmp,nw19.bmp,nw26.bmp,nw11.bmp,nw28.bmp,Wneu03_.bmp,W12.bmp,Mneu24_.bmp,PM04.bmp,M12.bmp,cs29.bmp,cs13.bmp,cs6.bmp,cs14.bmp,cs4.bmp,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,421024,417799,424209,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,9,cs10.bmp,neg,product,B,60,9530.JPG,1000,maske_9.bmp,500,maske_2.bmp,940,W15.bmp,W02.bmp,Mneu01_.bmp,W04.bmp,Wneu05_.bmp,nw15.bmp,nw3.bmp,nw29.bmp,nw5.bmp,nw27.bmp,cs28.bmp,cs10.bmp,cs20.bmp,cs9.bmp,cs17.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,434335,427253,435921,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
