subject_nr,order,PAS,blocknr,trialnr,cs_filename,usval,type,cs_kategorie,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,visopt_15,visopt_14,visopt_13,visopt_12,visopt_11,visopt_10,visopt_9,visopt_8,visopt_7,visopt_6,visopt_5,visopt_4,visopt_3,visopt_2,visopt_1,visopt_15_resp,visopt_14_resp,visopt_13_resp,visopt_12_resp,visopt_11_resp,visopt_10_resp,visopt_9_resp,visopt_8_resp,visopt_7_resp,visopt_6_resp,visopt_5_resp,visopt_4_resp,visopt_3_resp,visopt_2_resp,visopt_1_resp,sicher1_resp,sicher2_resp,sicher3_resp,sicher4_resp,time_gesehen_form,time_sicher_form,time_trial_logger,csdur_A_prod,csdur_A_face,csdur_A_nonw,csdur_B_prod,csdur_B_face,csdur_B_nonw,csdur_C_prod,csdur_C_face,csdur_C_nonw,subjresp_A_prod_1,subjresp_A_prod_2,subjresp_A_prod_3,subjresp_A_prod_4,subjresp_A_face_1,subjresp_A_face_2,subjresp_A_face_3,subjresp_A_face_4,subjresp_A_nonw_1,subjresp_A_nonw_2,subjresp_A_nonw_3,subjresp_A_nonw_4,subjresp_B_prod_1,subjresp_B_prod_2,subjresp_B_prod_3,subjresp_B_prod_4,subjresp_B_face_1,subjresp_B_face_2,subjresp_B_face_3,subjresp_B_face_4,subjresp_B_nonw_1,subjresp_B_nonw_2,subjresp_B_nonw_3,subjresp_B_nonw_4,subjresp_C_prod_1,subjresp_C_prod_2,subjresp_C_prod_3,subjresp_C_prod_4,subjresp_C_face_1,subjresp_C_face_2,subjresp_C_face_3,subjresp_C_face_4,subjresp_C_nonw_1,subjresp_C_nonw_2,subjresp_C_nonw_3,subjresp_C_nonw_4
8,2,2,1,0,nw24.bmp,neg,nonword,C,100,6311.jpg,1000,maske_8.bmp,500,maske_9.bmp,900,Wneu05_.bmp,M13.bmp,PM04.bmp,Wneu03_.bmp,M02_.bmp,nw24.bmp,nw29.bmp,nw14.bmp,nw22.bmp,nw27.bmp,cs20.bmp,cs6.bmp,cs25.bmp,cs30.bmp,cs1.bmp,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,139284,127826,150599,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,1,Mneu01_.bmp,pos,face,A,30,2071.jpg,1000,maske_11.bmp,500,maske_7.bmp,970,cs11.bmp,cs26.bmp,cs18.bmp,cs10.bmp,cs24.bmp,W07.bmp,Mneu01_.bmp,W19.bmp,W02.bmp,Mneu05_.bmp,nw12.bmp,nw3.bmp,nw1.bmp,nw4.bmp,nw7.bmp,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,155667,153673,158399,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,2,Wneu05_.bmp,neg,face,C,100,9530.JPG,1000,maske_6.bmp,500,maske_7.bmp,900,Wneu03_.bmp,PM04.bmp,Wneu05_.bmp,M02_.bmp,M13.bmp,cs25.bmp,cs20.bmp,cs6.bmp,cs30.bmp,cs1.bmp,nw22.bmp,nw24.bmp,nw29.bmp,nw27.bmp,nw14.bmp,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,163061,161250,172470,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,3,cs10.bmp,pos,product,A,30,2091.jpg,1000,maske_10.bmp,500,maske_12.bmp,970,nw7.bmp,nw12.bmp,nw4.bmp,nw1.bmp,nw3.bmp,W07.bmp,W02.bmp,Mneu01_.bmp,W19.bmp,Mneu05_.bmp,cs26.bmp,cs10.bmp,cs24.bmp,cs11.bmp,cs18.bmp,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,176785,175332,178926,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,4,cs9.bmp,pos,product,C,100,1920.JPG,1000,maske_9.bmp,500,maske_7.bmp,900,M18.bmp,W17.bmp,Wneu02_.bmp,Wneu01_.bmp,M12.bmp,nw5.bmp,nw21.bmp,nw6.bmp,nw15.bmp,nw30.bmp,cs14.bmp,cs23.bmp,cs8.bmp,cs3.bmp,cs9.bmp,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,183523,181793,186180,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,5,cs19.bmp,neg,product,B,60,9611.jpg,1000,maske_9.bmp,500,maske_10.bmp,940,M07.bmp,W03.bmp,Mneu11_.bmp,W16.bmp,Mneu20_.bmp,cs29.bmp,cs27.bmp,cs4.bmp,cs19.bmp,cs2.bmp,nw26.bmp,nw11.bmp,nw8.bmp,nw13.bmp,nw23.bmp,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,190915,189021,193832,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,6,M18.bmp,pos,face,C,100,2260.JPG,1000,maske_12.bmp,500,maske_2.bmp,900,cs23.bmp,cs8.bmp,cs14.bmp,cs9.bmp,cs3.bmp,nw5.bmp,nw15.bmp,nw6.bmp,nw21.bmp,nw30.bmp,M12.bmp,Wneu02_.bmp,M18.bmp,W17.bmp,Wneu01_.bmp,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,197932,196699,199812,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,7,W16.bmp,neg,face,B,60,2053.JPG,1000,maske_10.bmp,500,maske_9.bmp,940,Mneu11_.bmp,W03.bmp,W16.bmp,Mneu20_.bmp,M07.bmp,cs19.bmp,cs29.bmp,cs27.bmp,cs2.bmp,cs4.bmp,nw11.bmp,nw23.bmp,nw8.bmp,nw13.bmp,nw26.bmp,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,205863,202680,208946,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,8,cs4.bmp,neg,product,B,60,3300.jpg,1000,maske_12.bmp,500,maske_6.bmp,940,nw8.bmp,nw13.bmp,nw23.bmp,nw26.bmp,nw11.bmp,cs19.bmp,cs29.bmp,cs2.bmp,cs4.bmp,cs27.bmp,Mneu11_.bmp,M07.bmp,W03.bmp,W16.bmp,Mneu20_.bmp,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,214080,211856,215983,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,1,9,cs21.bmp,neg,product,A,30,9432.jpg,1000,maske_9.bmp,500,maske_5.bmp,970,Mneu04_.bmp,W15.bmp,M14.bmp,W12.bmp,Mneu18_.bmp,cs17.bmp,cs5.bmp,cs12.bmp,cs15.bmp,cs21.bmp,nw18.bmp,nw2.bmp,nw16.bmp,nw19.bmp,nw28.bmp,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,221075,219016,223059,30,30,30,60,60,60,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
