ecosub8 [06-2014]
 21   1   1 
Start: Mon Jul 07 16:19:58 2014
Darbietung
 21   1   3   2   0  -1   1  60    0    1    2  1500    0    2    0 Stimnr:  47, ID-Optionen: godacht plistuk stodeen trupfan baigbur misukor  Selected option:   4, selected stimulus:  47, RT: 2084, Korrekt:   1        Sicherheit:  10 RT: 2310      47  47   1 2084   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   2   1   1  -1   1  60    0    1    2  1500   -1    2    1 Stimnr:  45, ID-Optionen: baigbur plistuk godacht misukor stodeen trupfan  Selected option:   3, selected stimulus:  45, RT: 1811, Korrekt:   1        Sicherheit:  10 RT: 1244      45  45   1 1811   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0   1   1 1500    0    2    2  1500   -9    2    2   -1  -1  -1  -1   -1   1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0  -1   1  30    0    1    2  1500   -9    2    3   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0  -1   1  30    0    1    2  1500   -9    2    4   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   4   2   0  -1   1  60    0    1    2  1500    0    2    5   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   3   2   0  -1   1 1500    0    1    2  1500    0    2    6   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   3   2   0  -1   1  30    0    1    2  1500    0    2    7 Stimnr:   6, ID-Optionen: Wneu05_.bmp W03.bmp W15.bmp W02.bmp W20.bmp Wneu03_.bmp  Selected option:   2, selected stimulus:  11, RT: 4227, Korrekt:   0        Sicherheit:   0 RT: 3399       6  11   0 4227   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   3   2   0  -1   1  30    0    1    2  1500    0    2    8 Stimnr:  38, ID-Optionen: zefill uhnong polust muoror novuui plonim  Selected option:   2, selected stimulus:  38, RT: 1798, Korrekt:   1        Sicherheit:  10 RT: 1275      38  38   1 1798   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   2   1   1  -1   1  30    0    1    2  1500    1    2    9 Stimnr:   2, ID-Optionen: M07.bmp M13.bmp M12.bmp M18.bmp Mneu11_.bmp Mneu24_.bmp  Selected option:   2, selected stimulus:   4, RT: 3188, Korrekt:   0        Sicherheit:   3 RT: 2450       2   4   0 3188   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   2   1   1  -1   1  30    0    1    2  1500    1    2   10 Stimnr:  31, ID-Optionen: oesgubi kumutoa faloilo sebjukt kantikt fehrrid  Selected option:   3, selected stimulus:  30, RT: 3842, Korrekt:   0        Sicherheit:   3 RT: 695      31  30   0 3842   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0  -1   1  30    0    1    2  1500   -9    2   11   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   2   1   1  -1   1  60    0    1    2  1500    1    2   12 Stimnr:  32, ID-Optionen: sebjukt fehrrid oesgubi kantikt faloilo kumutoa  Selected option:   1, selected stimulus:  32, RT: 1372, Korrekt:   1        Sicherheit:  10 RT: 1558      32  32   1 1372   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   2   1   1  -1   1 1500    0    1    2  1500   -1    2   13   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0   1   1 1500    0    2    2  1500   -9    2   14   -1  -1  -1  -1   -1   1  -1  -1    -1  -1  -1  -1  
 21   1   4   2   0  -1   1  30    0    1    2  1500    0    2   15   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 21   1   5   2   0  -1   1  60    0    1    2  1500   -9    2   16   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
