subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
79,EC_subj,nonword,c,0,control_1000_neg_none_2,altine,neg,control,1000,none,yes,no,no,no,2089367,2094403
79,EC_subj,nonword,c,1,filler_50_neu_task,teutos,neu,filler,50,subjective,no,no,yes,no,2095425,2101109
79,EC_subj,nonword,c,2,control_1000_pos_none_2,trelle,pos,control,1000,none,yes,no,no,no,2102131,2104834
79,EC_subj,nonword,c,3,cs_40_neg_task,naptor,neg,critical,40,subjective,no,no,no,yes,2105856,2107827
79,EC_subj,nonword,c,4,filler_40_neu_none,pubio,neu,filler,40,none,no,no,no,yes,2108849,2110607
79,EC_subj,nonword,c,5,control_1000_pos_none,lobee,pos,control,1000,none,yes,no,no,no,2111630,2113555
79,EC_subj,nonword,c,6,filler_50_neu_none,tavoo,neu,filler,50,none,no,no,yes,no,2114580,2117178
79,EC_subj,nonword,c,7,cs_40_pos_task,coskie,pos,critical,40,subjective,no,no,no,yes,2118200,2120252
79,EC_subj,nonword,c,8,filler_1000_neu_none_2,makan,neu,filler,1000,none,yes,no,no,no,2121274,2124102
79,EC_subj,nonword,c,9,cs_50_neg_task,roosle,neg,critical,50,subjective,no,yes,no,no,2125124,2128815
79,EC_subj,nonword,c,10,filler_1000_neu_none_1,minair,neu,filler,1000,none,no,no,yes,no,2129837,2132690
79,EC_subj,nonword,c,11,cs_50_pos_none,seloom,pos,critical,50,none,no,yes,no,no,2133713,2136310
79,EC_subj,nonword,c,12,cs_40_pos_none,avouco,pos,critical,40,none,no,no,no,yes,2137332,2138758
79,EC_subj,nonword,c,13,cs_40_neg_none,parlic,neg,critical,40,none,no,no,no,yes,2139780,2140656
79,EC_subj,nonword,c,14,cs_50_pos_task,hesire,pos,critical,50,subjective,no,no,yes,no,2141683,2143675
79,EC_subj,nonword,c,15,control_1000_neg_none,babit,neg,control,1000,none,yes,no,no,no,2144698,2146392
79,EC_subj,nonword,c,16,cs_50_neg_none,tafta,neg,critical,50,none,no,yes,no,no,2147414,2149486
79,EC_subj,nonword,c,17,filler_40_neu_task,zillie,neu,filler,40,subjective,no,no,no,yes,2150508,2152496
