subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
96,EC_only,nonword,c,0,filler_40_neu_none,altine,neu,filler,40,none,18,2027702,2032757
96,EC_only,nonword,c,1,cs_50_pos_task,naptor,pos,critical,50,none,9,2035053,2039240
96,EC_only,nonword,c,2,control_1000_neg_none,lobee,neg,control,1000,none,19,2041536,2043658
96,EC_only,nonword,c,3,cs_40_pos_none,makan,pos,critical,40,none,3,2045956,2053297
96,EC_only,nonword,c,4,control_1000_pos_none_2,tafta,pos,control,1000,none,2,2055590,2058617
96,EC_only,nonword,c,5,control_1000_pos_none,roosle,pos,control,1000,none,10,2060917,2063950
96,EC_only,nonword,c,6,filler_1000_neu_none_1,teutos,neu,filler,1000,none,8,2066242,2071213
96,EC_only,nonword,c,7,filler_50_neu_none,pubio,neu,filler,50,none,14,2073507,2075803
96,EC_only,nonword,c,8,cs_50_neg_task,hesire,neg,critical,50,none,8,2078095,2081371
96,EC_only,nonword,c,9,cs_50_neg_none,seloom,neg,critical,50,none,16,2083665,2089136
96,EC_only,nonword,c,10,cs_40_neg_none,avouco,neg,critical,40,none,16,2091430,2093691
96,EC_only,nonword,c,11,cs_50_pos_none,parlic,pos,critical,50,none,5,2095985,2099306
96,EC_only,nonword,c,12,cs_40_pos_task,minair,pos,critical,40,none,16,2101597,2106946
96,EC_only,nonword,c,13,filler_1000_neu_none_2,tavoo,neu,filler,1000,none,11,2109236,2112674
96,EC_only,nonword,c,14,cs_40_neg_task,coskie,neg,critical,40,none,19,2114969,2117486
96,EC_only,nonword,c,15,filler_40_neu_task,babit,neu,filler,40,none,19,2119778,2122113
96,EC_only,nonword,c,16,control_1000_neg_none_2,trelle,neg,control,1000,none,6,2124411,2127779
96,EC_only,nonword,c,17,filler_50_neu_task,zillie,neu,filler,50,none,19,2130072,2132253
