subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
96,EC_only,nonword,c,0,control_1000_pos_none_2,tafta,pos,control,1000,none,no,yes,no,no,2155386,2161479
96,EC_only,nonword,c,1,cs_40_neg_task,coskie,neg,critical,40,none,no,no,yes,no,2162789,2164868
96,EC_only,nonword,c,2,filler_40_neu_none,altine,neu,filler,40,none,yes,no,no,no,2166179,2168134
96,EC_only,nonword,c,3,cs_40_pos_none,makan,pos,critical,40,none,no,yes,no,no,2169453,2171182
96,EC_only,nonword,c,4,control_1000_neg_none,lobee,neg,control,1000,none,yes,no,no,no,2172491,2173616
96,EC_only,nonword,c,5,cs_50_pos_task,naptor,pos,critical,50,none,no,no,yes,no,2174927,2178074
96,EC_only,nonword,c,6,filler_1000_neu_none_2,tavoo,neu,filler,1000,none,no,yes,no,no,2179383,2184397
96,EC_only,nonword,c,7,cs_50_pos_none,parlic,pos,critical,50,none,no,no,yes,no,2185707,2187672
96,EC_only,nonword,c,8,filler_50_neu_task,zillie,neu,filler,50,none,yes,no,no,no,2188984,2190288
96,EC_only,nonword,c,9,cs_50_neg_task,hesire,neg,critical,50,none,no,no,no,yes,2191597,2195511
96,EC_only,nonword,c,10,filler_40_neu_task,babit,neu,filler,40,none,no,no,no,yes,2196821,2198063
96,EC_only,nonword,c,11,control_1000_pos_none,roosle,pos,control,1000,none,no,no,yes,no,2199373,2202194
96,EC_only,nonword,c,12,control_1000_neg_none_2,trelle,neg,control,1000,none,yes,no,no,no,2203504,2205983
96,EC_only,nonword,c,13,filler_50_neu_none,pubio,neu,filler,50,none,no,no,no,yes,2207292,2209418
96,EC_only,nonword,c,14,cs_40_neg_none,avouco,neg,critical,40,none,no,no,no,yes,2210730,2213103
96,EC_only,nonword,c,15,cs_50_neg_none,seloom,neg,critical,50,none,no,no,yes,no,2214414,2216673
96,EC_only,nonword,c,16,filler_1000_neu_none_1,teutos,neu,filler,1000,none,no,yes,no,no,2217983,2220132
96,EC_only,nonword,c,17,cs_40_pos_task,minair,pos,critical,40,none,no,no,no,yes,2221443,2222989
