subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
130,EC_subj,pokemon,d,0,control_1000_neg_none,23_mittel.png,neg,control,1000,none,19,2600543,2606273
130,EC_subj,pokemon,d,1,control_1000_neg_none_2,4_mittel.png,neg,control,1000,none,15,2608584,2613033
130,EC_subj,pokemon,d,2,filler_40_neu_none,37_mittel.png,neu,filler,40,none,13,2615347,2621580
130,EC_subj,pokemon,d,3,filler_1000_neu_none_1,2_mittel.png,neu,filler,1000,none,17,2623894,2626925
130,EC_subj,pokemon,d,4,control_1000_pos_none_2,25_mittel.png,pos,control,1000,none,16,2629240,2631812
130,EC_subj,pokemon,d,5,filler_50_neu_task,18_mittel.png,neu,filler,50,subjective,17,2634126,2636799
130,EC_subj,pokemon,d,6,cs_50_neg_none,11_mittel.png,neg,critical,50,none,18,2639113,2646093
130,EC_subj,pokemon,d,7,control_1000_pos_none,9_mittel.png,pos,control,1000,none,18,2648408,2653277
130,EC_subj,pokemon,d,8,cs_40_pos_none,5_mittel.png,pos,critical,40,none,19,2655590,2658892
130,EC_subj,pokemon,d,9,filler_40_neu_task,22_mittel.png,neu,filler,40,subjective,16,2661204,2667164
130,EC_subj,pokemon,d,10,cs_40_neg_task,39_mittel.png,neg,critical,40,subjective,15,2669478,2675172
130,EC_subj,pokemon,d,11,cs_50_pos_none,16_mittel.png,pos,critical,50,none,18,2677484,2682058
130,EC_subj,pokemon,d,12,cs_50_neg_task,7_mittel.png,neg,critical,50,subjective,19,2684370,2686970
130,EC_subj,pokemon,d,13,cs_40_neg_none,15_mittel.png,neg,critical,40,none,19,2689286,2694753
130,EC_subj,pokemon,d,14,filler_50_neu_none,10_mittel.png,neu,filler,50,none,18,2697086,2700693
130,EC_subj,pokemon,d,15,cs_50_pos_task,17_mittel.png,pos,critical,50,subjective,18,2703002,2705585
130,EC_subj,pokemon,d,16,filler_1000_neu_none_2,40_mittel.png,neu,filler,1000,none,16,2707898,2710358
130,EC_subj,pokemon,d,17,cs_40_pos_task,24_mittel.png,pos,critical,40,subjective,18,2712671,2715226
