subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
114,EC_subj,nonword,c,0,cs_40_neg_none,hesire,neg,critical,40,none,9,2953866,2957232
114,EC_subj,nonword,c,1,filler_50_neu_task,tavoo,neu,filler,50,subjective,10,2959553,2965985
114,EC_subj,nonword,c,2,control_1000_pos_none_2,babit,pos,control,1000,none,17,2968296,2971068
114,EC_subj,nonword,c,3,filler_1000_neu_none_1,makan,neu,filler,1000,none,0,2973379,2976172
114,EC_subj,nonword,c,4,filler_40_neu_none,teutos,neu,filler,40,none,10,2978489,2995153
114,EC_subj,nonword,c,5,control_1000_neg_none,altine,neg,control,1000,none,5,2997475,2998681
114,EC_subj,nonword,c,6,cs_40_neg_task,parlic,neg,critical,40,subjective,16,3001004,3002752
114,EC_subj,nonword,c,7,cs_40_pos_task,avouco,pos,critical,40,subjective,6,3005076,3006753
114,EC_subj,nonword,c,8,cs_50_neg_none,lobee,neg,critical,50,none,15,3009074,3010975
114,EC_subj,nonword,c,9,cs_40_pos_none,naptor,pos,critical,40,none,5,3013290,3014754
114,EC_subj,nonword,c,10,cs_50_pos_task,seloom,pos,critical,50,subjective,14,3017069,3018969
114,EC_subj,nonword,c,11,filler_50_neu_none,minair,neu,filler,50,none,4,3021281,3022928
114,EC_subj,nonword,c,12,filler_1000_neu_none_2,coskie,neu,filler,1000,none,11,3025249,3026640
114,EC_subj,nonword,c,13,filler_40_neu_task,pubio,neu,filler,40,subjective,1,3028954,3031151
114,EC_subj,nonword,c,14,cs_50_neg_task,tafta,neg,critical,50,subjective,9,3033463,3036542
114,EC_subj,nonword,c,15,control_1000_neg_none_2,zillie,neg,control,1000,none,0,3038857,3041058
114,EC_subj,nonword,c,16,control_1000_pos_none,trelle,pos,control,1000,none,10,3043379,3044975
114,EC_subj,nonword,c,17,cs_50_pos_none,roosle,pos,critical,50,none,19,3047288,3053174
