subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
121,EC_only,pokemon,d,0,filler_50_neu_none,17_mittel.png,neu,filler,50,none,neu5731.png,picture,neu5731.png,neu7080.png,neu5510.png,Wand,Schrank,Hand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2354741,2363685
121,EC_only,pokemon,d,1,cs_50_pos_task,4_mittel.png,pos,critical,50,none,Rose,word,8501.png,2900.2.png,8190.png,Blume,Rose,Fete,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2365072,2374081
121,EC_only,pokemon,d,2,filler_40_neu_none,39_mittel.png,neu,filler,40,none,Hand,word,neu7187.png,neu5731.png,neu2372.png,Hand,Dach,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2375467,2381685
121,EC_only,pokemon,d,3,cs_50_neg_none,18_mittel.png,neg,critical,50,none,Absturz,word,9280.png,9007.png,6311.png,Hass,Absturz,Angst,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2383049,2385735
121,EC_only,pokemon,d,4,cs_40_neg_none,23_mittel.png,neg,critical,40,none,Abgrund,word,9432.png,6242.png,9560.png,Abgrund,Finsternis,Frust,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2387111,2390572
121,EC_only,pokemon,d,5,cs_40_pos_none,9_mittel.png,pos,critical,40,none,Paradies,word,8501.png,2900.2.png,2340.png,Frieden,Kunst,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2391962,2395303
121,EC_only,pokemon,d,6,cs_40_neg_task,25_mittel.png,neg,critical,40,none,9830.png,picture,9830.png,3220.png,9435.png,Pest,Eiter,Neid,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2396689,2398980
121,EC_only,pokemon,d,7,filler_1000_neu_none_2,7_mittel.png,neu,filler,1000,none,neu5740.png,picture,neu5740.png,neu7830.png,neu7640.png,Lampe,Bein,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2400371,2410913
121,EC_only,pokemon,d,8,control_1000_neg_none,40_mittel.png,neg,control,1000,none,3550.png,picture,2710.png,3550.png,9920.png,Betrug,Sucht,Abscheu,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2412298,2419403
121,EC_only,pokemon,d,9,filler_40_neu_task,5_mittel.png,neu,filler,40,none,Bein,word,neu7187.png,neu7550.png,neu2620.png,Dach,Bein,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2420795,2423881
121,EC_only,pokemon,d,10,control_1000_pos_none,10_mittel.png,pos,control,1000,none,Leben,word,7580.png,1440.png,4622.png,Blume,Urlaub,Leben,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2425248,2433500
121,EC_only,pokemon,d,11,control_1000_neg_none_2,24_mittel.png,neg,control,1000,none,9331.png,picture,2141.png,9331.png,9330.png,Mühe,Kälte,Absturz,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2434894,2450080
121,EC_only,pokemon,d,12,cs_50_neg_task,37_mittel.png,neg,critical,50,none,Angst,word,6555.png,9180.png,9007.png,Finsternis,Hektik,Angst,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2451454,2462215
121,EC_only,pokemon,d,13,filler_1000_neu_none_1,16_mittel.png,neu,filler,1000,none,Schrank,word,neu7640.png,neu7187.png,neu5740.png,Lampe,Dach,Schrank,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2463595,2472509
121,EC_only,pokemon,d,14,cs_50_pos_none,22_mittel.png,pos,critical,50,none,5460.png,picture,8200.png,8540.png,5460.png,Paradies,Spiel,Blume,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2473890,2476549
121,EC_only,pokemon,d,15,filler_50_neu_task,15_mittel.png,neu,filler,50,none,Hand,word,neu2580.png,neu5731.png,neu7830.png,Hand,Knopf,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2477932,2479783
121,EC_only,pokemon,d,16,control_1000_pos_none_2,2_mittel.png,pos,control,1000,none,Kunst,word,8330.png,1999.png,8080.png,Witz,Spiel,Kunst,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2481182,2489734
121,EC_only,pokemon,d,17,cs_40_pos_task,11_mittel.png,pos,critical,40,none,Sommer,word,2550.png,4606.png,2900.2.png,Glück,Geschenk,Sommer,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2491099,2492514
