subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
97,EC_only,nonword,c,0,cs_40_pos_none,zillie,pos,critical,40,none,16,2324968,2338573
97,EC_only,nonword,c,1,control_1000_neg_none,parlic,neg,control,1000,none,14,2340879,2348969
97,EC_only,nonword,c,2,cs_40_pos_task,altine,pos,critical,40,none,16,2351275,2360560
97,EC_only,nonword,c,3,cs_40_neg_task,pubio,neg,critical,40,none,10,2362862,2369710
97,EC_only,nonword,c,4,cs_50_neg_none,coskie,neg,critical,50,none,12,2372011,2380417
97,EC_only,nonword,c,5,filler_1000_neu_none_1,trelle,neu,filler,1000,none,15,2382725,2388832
97,EC_only,nonword,c,6,cs_40_neg_none,teutos,neg,critical,40,none,15,2391134,2397295
97,EC_only,nonword,c,7,control_1000_pos_none_2,naptor,pos,control,1000,none,16,2399596,2403503
97,EC_only,nonword,c,8,filler_40_neu_task,seloom,neu,filler,40,none,11,2405806,2413073
97,EC_only,nonword,c,9,filler_50_neu_task,tafta,neu,filler,50,none,12,2415376,2422103
97,EC_only,nonword,c,10,cs_50_pos_task,tavoo,pos,critical,50,none,11,2424399,2429120
97,EC_only,nonword,c,11,filler_1000_neu_none_2,babit,neu,filler,1000,none,14,2431419,2434695
97,EC_only,nonword,c,12,cs_50_pos_none,minair,pos,critical,50,none,11,2436996,2442429
97,EC_only,nonword,c,13,filler_50_neu_none,lobee,neu,filler,50,none,14,2444732,2451560
97,EC_only,nonword,c,14,cs_50_neg_task,makan,neg,critical,50,none,15,2453861,2457991
97,EC_only,nonword,c,15,control_1000_neg_none_2,hesire,neg,control,1000,none,13,2460292,2464552
97,EC_only,nonword,c,16,control_1000_pos_none,avouco,pos,control,1000,none,9,2466854,2471563
97,EC_only,nonword,c,17,filler_40_neu_none,roosle,neu,filler,40,none,13,2473866,2483507
