subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
132,EC_subj,nonword,c,0,filler_40_neu_task,makan,neu,filler,40,subjective,7,2893661,2897716
132,EC_subj,nonword,c,1,filler_40_neu_none,coskie,neu,filler,40,none,13,2900021,2902870
132,EC_subj,nonword,c,2,control_1000_pos_none_2,teutos,pos,control,1000,none,5,2905177,2907383
132,EC_subj,nonword,c,3,cs_50_neg_task,altine,neg,critical,50,subjective,9,2909691,2912462
132,EC_subj,nonword,c,4,filler_50_neu_task,avouco,neu,filler,50,subjective,15,2914769,2916847
132,EC_subj,nonword,c,5,cs_40_neg_none,lobee,neg,critical,40,none,12,2919153,2921366
132,EC_subj,nonword,c,6,cs_40_pos_none,roosle,pos,critical,40,none,15,2923677,2925846
132,EC_subj,nonword,c,7,filler_1000_neu_none_2,hesire,neu,filler,1000,none,11,2928155,2930742
132,EC_subj,nonword,c,8,filler_1000_neu_none_1,parlic,neu,filler,1000,none,6,2933052,2936223
132,EC_subj,nonword,c,9,cs_40_pos_task,seloom,pos,critical,40,subjective,11,2938528,2941838
132,EC_subj,nonword,c,10,cs_50_pos_task,trelle,pos,critical,50,subjective,13,2944147,2946831
132,EC_subj,nonword,c,11,control_1000_neg_none,tavoo,neg,control,1000,none,3,2949142,2952230
132,EC_subj,nonword,c,12,cs_50_neg_none,zillie,neg,critical,50,none,11,2954536,2958263
132,EC_subj,nonword,c,13,control_1000_neg_none_2,minair,neg,control,1000,none,7,2960578,2963143
132,EC_subj,nonword,c,14,cs_50_pos_none,babit,pos,critical,50,none,9,2965452,2968110
132,EC_subj,nonword,c,15,filler_50_neu_none,naptor,neu,filler,50,none,15,2970416,2973022
132,EC_subj,nonword,c,16,control_1000_pos_none,pubio,pos,control,1000,none,12,2975332,2977829
132,EC_subj,nonword,c,17,cs_40_neg_task,tafta,neg,critical,40,subjective,4,2980137,2983541
