subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
73,0,1,1,EC_only,pokemon,d,critical,40,neg,none,usfirst,left,right,yes,cs_40_neg_none,some us,17_mittel.png,3550.png,picture,picture,maskedcs,us,#969696,0,fmaske_6.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,188778,189680,190581,190684,190726,NA,NA,NA,NA,NA,NA,NA,NA,190807
73,1,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,right,no,none,none,none,Lampe,none,word,none,us,#000000,999,fmaske_8.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,191645,NA,NA,NA,NA,NA,NA,NA,NA,NA,193647
73,2,1,1,EC_only,pokemon,d,control,1000,pos,none,csfirst,right,left,no,control_1000_pos_none,some us,2091.png,25_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_3.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,194614,NA,195616,NA,NA,NA,NA,NA,NA,NA,196218
73,3,1,1,EC_only,pokemon,d,cs_w_us,1000,neutral,none,csfirst,right,left,no,o_filler_1000_neu_none_1,some us,Hand,lobee,word,word,us,controlcs,#000000,600,maske_4.png,maske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,197142,NA,198144,NA,NA,NA,NA,NA,NA,NA,198747
73,4,1,1,EC_only,pokemon,d,cs_alone,40,none,none,none,right,none,yes,filler_40_neu_task,none,none,37_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_7.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,NA,199587,200490,200592,200634,NA,NA,NA,NA,NA,NA,NA,NA,200686
73,5,1,1,EC_only,pokemon,d,us_w_us,999,neg-pos,none,none,none,both,no,none,none,Tyrann,Freizeit,word,word,us,us,#000000,999,fmaske_2.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,201562,NA,NA,NA,NA,NA,NA,NA,NA,NA,203564
73,6,1,1,EC_only,pokemon,d,us_alone,999,pos,none,none,none,left,no,none,none,Witz,none,word,none,us,none,#000000,999,fmaske_7.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,204405,NA,NA,NA,NA,NA,NA,NA,NA,NA,206408
73,7,1,1,EC_only,pokemon,d,critical,40,pos,none,usfirst,left,right,yes,cs_40_pos_none,some us,39_mittel.png,Sonne,picture,word,maskedcs,us,#969696,0,fmaske_6.png,fmaske_10.png,no,no,no,1000,NA,NA,NA,NA,207344,208246,209147,209250,209292,NA,NA,NA,NA,NA,NA,NA,NA,209344
73,8,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,neu7820.png,none,picture,none,us,none,#000000,999,fmaske_5.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,210227,NA,NA,NA,NA,NA,NA,NA,NA,NA,212229
73,9,1,1,EC_only,pokemon,d,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,10_mittel.png,lobee,picture,word,maskedcs,controlcs,#969696,1500,fmaske_7.png,fmaske_9.png,no,yes_right,no,250,NA,NA,NA,NA,NA,213172,214074,214177,214229,214281,NA,NA,NA,NA,NA,NA,NA,215783
73,10,1,1,EC_only,pokemon,d,cs_alone,70,none,none,none,left,none,yes,filler_50_neu_task,none,36_dunkel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_3.png,fmaske_8.png,yes_left,no,yes,0,space,216623,217754,219654,NA,216626,217527,217630,217702,NA,NA,NA,NA,NA,NA,NA,NA,219656
73,11,1,1,EC_only,pokemon,d,critical,40,pos,none,csfirst,left,right,yes,cs_40_pos_task,some us,5_mittel.png,Rose,picture,word,maskedcs,us,#969696,1500,fmaske_1.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,220586,221487,221590,221632,221684,NA,NA,NA,NA,NA,NA,NA,223186
73,12,1,1,EC_only,pokemon,d,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,Freund,23_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_12.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,224084,NA,NA,225087,NA,NA,NA,NA,NA,NA,NA,NA,NA,226090
73,13,1,1,EC_only,pokemon,d,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,25_mittel.png,2660.png,picture,picture,controlcs,us,#000000,0,fmaske_10.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,227084,NA,NA,228086,NA,NA,NA,NA,NA,NA,NA,NA,NA,229089
73,14,1,1,EC_only,pokemon,d,cswcs,70,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,36_dunkel.png,40_mittel.png,picture,picture,maskedcs,controlcs,#969696,1500,fmaske_10.png,fmaske_11.png,yes_left,no,yes,0,space,229990,232623,234523,NA,229993,230894,230997,231069,231121,NA,NA,NA,NA,NA,NA,NA,234525
73,15,1,1,EC_only,pokemon,d,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,40_mittel.png,none,picture,none,controlcs,none,#000000,999,fmaske_6.png,fmaske_4.png,no,yes_left,no,250,NA,NA,NA,NA,NA,NA,NA,235346,NA,NA,NA,NA,NA,NA,NA,NA,NA,236349
73,16,1,1,EC_only,pokemon,d,critical,50,pos,none,usfirst,left,right,yes,cs_50_pos_task,some us,16_mittel.png,2311.png,picture,picture,maskedcs,us,#969696,0,fmaske_1.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,237408,238310,239211,239314,239366,NA,NA,NA,NA,NA,NA,NA,NA,239418
73,17,1,1,EC_only,pokemon,d,critical,50,pos,none,usfirst,right,left,yes,cs_50_pos_none,some us,5910.png,7_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_4.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,240457,241360,242261,242364,242416,NA,NA,NA,NA,NA,NA,NA,NA,242468
73,18,1,1,EC_only,pokemon,d,critical,50,pos,none,csfirst,right,left,yes,cs_50_pos_none,some us,Meer,7_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_7.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,243387,244288,244391,244443,244495,NA,NA,NA,NA,NA,NA,NA,245997
73,19,1,1,EC_only,pokemon,d,cswcs,40,none,none,csfirst,left,right,yes,o_filler_40_neu_none,filler_1000_neu_none_1,naptor,40_mittel.png,word,picture,maskedcs,controlcs,#969696,1500,maske_8.png,maske_1.png,no,yes_right,no,1000,NA,NA,NA,NA,NA,246975,247877,247979,248021,248073,NA,NA,NA,NA,NA,NA,NA,249575
73,20,1,1,EC_only,pokemon,d,critical,50,pos,none,usfirst,left,right,yes,cs_50_pos_none,some us,7_mittel.png,Fete,picture,word,maskedcs,us,#969696,0,fmaske_2.png,fmaske_11.png,no,no,no,1000,NA,NA,NA,NA,250532,251434,252335,252438,252490,NA,NA,NA,NA,NA,NA,NA,NA,252542
73,21,1,1,EC_only,pokemon,d,critical,50,pos,none,usfirst,right,left,yes,cs_50_pos_task,some us,Kinder,16_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_5.png,fmaske_11.png,no,no,no,1000,NA,NA,NA,NA,253483,254386,255287,255390,255442,NA,NA,NA,NA,NA,NA,NA,NA,255494
73,22,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Kreis,none,word,none,us,none,#000000,999,fmaske_8.png,fmaske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,256329,NA,NA,NA,NA,NA,NA,NA,NA,NA,258331
73,23,1,1,EC_only,pokemon,d,critical,40,pos,none,usfirst,left,right,yes,cs_40_pos_task,some us,5_mittel.png,Kunst,picture,word,maskedcs,us,#969696,0,fmaske_7.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,259257,260159,261060,261163,261205,NA,NA,NA,NA,NA,NA,NA,NA,261257
73,24,1,1,EC_only,pokemon,d,critical,40,pos,none,csfirst,right,left,yes,cs_40_pos_none,some us,Licht,39_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_4.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,262179,263081,263184,263226,263278,NA,NA,NA,NA,NA,NA,NA,264780
73,25,1,1,EC_only,pokemon,d,cswcs,50,none,none,csfirst,right,left,yes,filler_50_neu_task,o_filler_1000_neu_none_2,minair,10_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_7.png,fmaske_10.png,yes_right,no,no,250,NA,NA,NA,NA,NA,265725,266627,266729,266781,266833,NA,NA,NA,NA,NA,NA,NA,268335
73,26,1,1,EC_only,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,neu7080.png,Dach,picture,word,us,us,#000000,999,fmaske_11.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,269228,NA,NA,NA,NA,NA,NA,NA,NA,NA,271230
73,27,1,1,EC_only,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,neu2620.png,Knopf,picture,word,us,us,#000000,999,fmaske_4.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,272143,NA,NA,NA,NA,NA,NA,NA,NA,NA,274145
73,28,1,1,EC_only,pokemon,d,critical,50,neg,none,csfirst,left,right,yes,cs_50_neg_task,some us,11_mittel.png,Abgrund,picture,word,maskedcs,us,#969696,1500,fmaske_1.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,275047,275948,276051,276103,276155,NA,NA,NA,NA,NA,NA,NA,277657
73,29,1,1,EC_only,pokemon,d,critical,50,neg,none,usfirst,left,right,yes,cs_50_neg_task,some us,11_mittel.png,Gift,picture,word,maskedcs,us,#969696,0,fmaske_6.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,278583,279485,280387,280489,280542,NA,NA,NA,NA,NA,NA,NA,NA,280594
73,30,1,1,EC_only,pokemon,d,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,minair,Kreis,word,word,controlcs,us,#000000,600,maske_12.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,281533,NA,282535,NA,NA,NA,NA,NA,NA,NA,283138
73,31,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,right,no,none,none,none,Klinke,none,word,none,us,#000000,999,fmaske_11.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,283967,NA,NA,NA,NA,NA,NA,NA,NA,NA,285969
73,32,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Schrank,none,word,none,us,none,#000000,999,fmaske_3.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,286808,NA,NA,NA,NA,NA,NA,NA,NA,NA,288810
73,33,1,1,EC_only,pokemon,d,cs_w_us,1000,neutral,none,csfirst,right,left,no,filler_1000_neu_none_1,some us,Bein,36_dunkel.png,word,picture,us,controlcs,#000000,600,fmaske_9.png,fmaske_11.png,no,yes_right,yes,0,space,289712,291321,292321,NA,NA,NA,289715,NA,290718,NA,NA,NA,NA,NA,NA,NA,292323
73,34,1,1,EC_only,pokemon,d,cs_alone,40,none,none,none,left,none,yes,filler_40_neu_task,none,37_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_4.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,293158,294059,294162,294204,NA,NA,NA,NA,NA,NA,NA,NA,294256
73,35,1,1,EC_only,pokemon,d,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,babit,none,word,none,maskedcs,#969696,999,maske_6.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,295110,296011,296114,296166,NA,NA,NA,NA,NA,NA,NA,NA,296218
73,36,1,1,EC_only,pokemon,d,us_w_us,999,neg-neg,none,none,none,both,no,none,none,Abgrund,6530.png,word,picture,us,us,#000000,999,fmaske_8.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,297136,NA,NA,NA,NA,NA,NA,NA,NA,NA,299138
73,37,1,1,EC_only,pokemon,d,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_none,some us,36_dunkel.png,neu5740.png,picture,picture,maskedcs,us,#969696,0,fmaske_3.png,fmaske_6.png,yes_left,no,yes,0,space,300173,302206,304106,300175,301078,301979,302082,302154,NA,NA,NA,NA,NA,NA,NA,NA,304108
73,38,1,1,EC_only,pokemon,d,us_alone,999,neg,none,none,none,left,no,none,none,3220.png,none,picture,none,us,none,#000000,999,fmaske_1.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,304991,NA,NA,NA,NA,NA,NA,NA,NA,NA,306994
