subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
81,EC_subj,pokemon,d,0,control_1000_pos_none,40_mittel.png,pos,control,1000,none,17,2398391,2402602
81,EC_subj,pokemon,d,1,cs_50_pos_task,37_mittel.png,pos,critical,50,subjective,3,2403624,2407443
81,EC_subj,pokemon,d,2,filler_1000_neu_none_2,9_mittel.png,neu,filler,1000,none,12,2408464,2411708
81,EC_subj,pokemon,d,3,cs_50_neg_task,10_mittel.png,neg,critical,50,subjective,4,2412729,2416942
81,EC_subj,pokemon,d,4,control_1000_pos_none_2,24_mittel.png,pos,control,1000,none,16,2417963,2421228
81,EC_subj,pokemon,d,5,filler_1000_neu_none_1,11_mittel.png,neu,filler,1000,none,16,2422249,2424732
81,EC_subj,pokemon,d,6,filler_50_neu_none,7_mittel.png,neu,filler,50,none,18,2425754,2429047
81,EC_subj,pokemon,d,7,cs_40_pos_none,23_mittel.png,pos,critical,40,none,17,2430068,2434323
81,EC_subj,pokemon,d,8,control_1000_neg_none,5_mittel.png,neg,control,1000,none,13,2435344,2440337
81,EC_subj,pokemon,d,9,cs_50_neg_none,2_mittel.png,neg,critical,50,none,16,2441357,2445536
81,EC_subj,pokemon,d,10,cs_40_neg_none,22_mittel.png,neg,critical,40,none,3,2446557,2451008
81,EC_subj,pokemon,d,11,filler_50_neu_task,16_mittel.png,neu,filler,50,subjective,2,2452028,2455657
81,EC_subj,pokemon,d,12,cs_40_neg_task,4_mittel.png,neg,critical,40,subjective,8,2456678,2459741
81,EC_subj,pokemon,d,13,cs_40_pos_task,25_mittel.png,pos,critical,40,subjective,3,2460763,2463133
81,EC_subj,pokemon,d,14,filler_40_neu_task,15_mittel.png,neu,filler,40,subjective,14,2464154,2466830
81,EC_subj,pokemon,d,15,cs_50_pos_none,18_mittel.png,pos,critical,50,none,3,2467852,2471646
81,EC_subj,pokemon,d,16,control_1000_neg_none_2,39_mittel.png,neg,control,1000,none,10,2472667,2482133
81,EC_subj,pokemon,d,17,filler_40_neu_none,17_mittel.png,neu,filler,40,none,3,2483154,2487505
