subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
84,EC_subj,pokemon,d,0,filler_40_neu_task,16_mittel.png,neu,filler,40,subjective,4,2466965,2474783
84,EC_subj,pokemon,d,1,cs_40_pos_task,4_mittel.png,pos,critical,40,subjective,6,2477102,2480212
84,EC_subj,pokemon,d,2,filler_1000_neu_none_2,23_mittel.png,neu,filler,1000,none,2,2482533,2485207
84,EC_subj,pokemon,d,3,cs_50_pos_none,2_mittel.png,pos,critical,50,none,5,2487526,2490560
84,EC_subj,pokemon,d,4,cs_50_neg_none,24_mittel.png,neg,critical,50,none,0,2492880,2495040
84,EC_subj,pokemon,d,5,filler_50_neu_task,11_mittel.png,neu,filler,50,subjective,7,2497363,2503070
84,EC_subj,pokemon,d,6,control_1000_pos_none_2,39_mittel.png,pos,control,1000,none,11,2505391,2507429
84,EC_subj,pokemon,d,7,control_1000_pos_none,5_mittel.png,pos,control,1000,none,8,2509749,2511602
84,EC_subj,pokemon,d,8,cs_40_neg_none,18_mittel.png,neg,critical,40,none,4,2513923,2516804
84,EC_subj,pokemon,d,9,cs_40_pos_none,22_mittel.png,pos,critical,40,none,16,2519124,2521612
84,EC_subj,pokemon,d,10,control_1000_neg_none_2,17_mittel.png,neg,control,1000,none,3,2523933,2528542
84,EC_subj,pokemon,d,11,cs_50_pos_task,10_mittel.png,pos,critical,50,subjective,15,2530860,2534017
84,EC_subj,pokemon,d,12,cs_40_neg_task,37_mittel.png,neg,critical,40,subjective,4,2536341,2539212
84,EC_subj,pokemon,d,13,filler_1000_neu_none_1,25_mittel.png,neu,filler,1000,none,18,2541533,2544702
84,EC_subj,pokemon,d,14,control_1000_neg_none,15_mittel.png,neg,control,1000,none,7,2547021,2549483
84,EC_subj,pokemon,d,15,filler_40_neu_none,7_mittel.png,neu,filler,40,none,19,2551807,2554060
84,EC_subj,pokemon,d,16,filler_50_neu_none,9_mittel.png,neu,filler,50,none,4,2556381,2560649
84,EC_subj,pokemon,d,17,cs_50_neg_task,40_mittel.png,neg,critical,50,subjective,15,2562974,2565127
