subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
140,EC_only,pokemon,d,0,cs_40_neg_task,22_mittel.png,neg,critical,40,none,no,no,no,yes,2259688,2268244
140,EC_only,pokemon,d,1,control_1000_neg_none,39_mittel.png,neg,control,1000,none,yes,no,no,no,2269555,2273436
140,EC_only,pokemon,d,2,filler_40_neu_task,17_mittel.png,neu,filler,40,none,no,no,no,yes,2274745,2276963
140,EC_only,pokemon,d,3,control_1000_neg_none_2,15_mittel.png,neg,control,1000,none,no,no,yes,no,2278272,2284757
140,EC_only,pokemon,d,4,cs_50_neg_none,40_mittel.png,neg,critical,50,none,no,no,no,yes,2286068,2288244
140,EC_only,pokemon,d,5,filler_50_neu_task,7_mittel.png,neu,filler,50,none,no,yes,no,no,2289552,2294411
140,EC_only,pokemon,d,6,control_1000_pos_none,24_mittel.png,pos,control,1000,none,no,no,yes,no,2295722,2299045
140,EC_only,pokemon,d,7,cs_50_pos_task,18_mittel.png,pos,critical,50,none,no,yes,no,no,2300355,2303732
140,EC_only,pokemon,d,8,cs_50_neg_task,2_mittel.png,neg,critical,50,none,no,yes,no,no,2305040,2306396
140,EC_only,pokemon,d,9,filler_50_neu_none,11_mittel.png,neu,filler,50,none,yes,no,no,no,2307704,2309043
140,EC_only,pokemon,d,10,filler_40_neu_none,16_mittel.png,neu,filler,40,none,no,no,no,yes,2310352,2311467
140,EC_only,pokemon,d,11,filler_1000_neu_none_2,25_mittel.png,neu,filler,1000,none,yes,no,no,no,2312785,2321292
140,EC_only,pokemon,d,12,cs_40_pos_none,4_mittel.png,pos,critical,40,none,no,no,yes,no,2322601,2326324
140,EC_only,pokemon,d,13,cs_50_pos_none,10_mittel.png,pos,critical,50,none,no,yes,no,no,2327634,2329724
140,EC_only,pokemon,d,14,filler_1000_neu_none_1,9_mittel.png,neu,filler,1000,none,no,no,yes,no,2331033,2332972
140,EC_only,pokemon,d,15,control_1000_pos_none_2,5_mittel.png,pos,control,1000,none,yes,no,no,no,2334282,2343140
140,EC_only,pokemon,d,16,cs_40_pos_task,23_mittel.png,pos,critical,40,none,no,no,no,yes,2344450,2348228
140,EC_only,pokemon,d,17,cs_40_neg_none,37_mittel.png,neg,critical,40,none,no,yes,no,no,2349539,2351613
