subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
84,EC_subj,pokemon,d,0,cs_40_neg_task,37_mittel.png,neg,critical,40,subjective,6311.png,picture,9340.png,6311.png,6242.png,Sadist,Angst,Frust,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2725715,2735105
84,EC_subj,pokemon,d,1,cs_40_pos_none,22_mittel.png,pos,critical,40,none,2900.2.png,picture,8200.png,7330.png,2900.2.png,Strand,Bücher,Kunst,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2736497,2742251
84,EC_subj,pokemon,d,2,filler_40_neu_task,16_mittel.png,neu,filler,40,subjective,neu7187.png,picture,neu7187.png,neu7550.png,neu7640.png,Lampe,Sessel,Tuch,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2743644,2747729
84,EC_subj,pokemon,d,3,cs_40_pos_task,4_mittel.png,pos,critical,40,subjective,1440.png,picture,1440.png,1710.png,1999.png,Paradies,Ruhe,Romantik,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2749130,2754616
84,EC_subj,pokemon,d,4,control_1000_neg_none_2,17_mittel.png,neg,control,1000,none,Stress,word,9561.png,9041.png,9630.png,Krieg,Waffe,Stress,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2755994,2761651
84,EC_subj,pokemon,d,5,cs_40_neg_none,18_mittel.png,neg,critical,40,none,Kälte,word,9421.png,9520.png,7380.png,Tod,Angst,Kälte,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2763057,2769619
84,EC_subj,pokemon,d,6,cs_50_pos_task,10_mittel.png,pos,critical,50,subjective,Liebe,word,1463.png,7502.png,8080.png,Liebe,Wärme,Meer,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2771018,2773932
84,EC_subj,pokemon,d,7,filler_50_neu_none,9_mittel.png,neu,filler,50,none,neu7820.png,picture,neu7820.png,neu7004.png,neu5740.png,Hand,Klinke,Sessel,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2775304,2778188
84,EC_subj,pokemon,d,8,control_1000_pos_none_2,39_mittel.png,pos,control,1000,none,1463.png,picture,2091.png,1463.png,4606.png,Freizeit,Strand,Frieden,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2779568,2785454
84,EC_subj,pokemon,d,9,filler_1000_neu_none_2,23_mittel.png,neu,filler,1000,none,Knopf,word,neu2575.png,neu7090.png,neu2487.png,Knopf,Linie,Sessel,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2786840,2791888
84,EC_subj,pokemon,d,10,cs_50_pos_none,2_mittel.png,pos,critical,50,none,8496.png,picture,2550.png,8496.png,2040.png,Geschenk,Wiese,Rose,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2793271,2798780
84,EC_subj,pokemon,d,11,control_1000_neg_none,15_mittel.png,neg,control,1000,none,Sucht,word,6530.png,1525.png,9430.png,Sucht,Horror,Gift,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2800145,2806553
84,EC_subj,pokemon,d,12,filler_40_neu_none,7_mittel.png,neu,filler,40,none,Tuch,word,neu1616.png,neu7080.png,neu7090.png,Tuch,Wand,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2807937,2812363
84,EC_subj,pokemon,d,13,control_1000_pos_none,5_mittel.png,pos,control,1000,none,Kunst,word,8470.png,7230.png,8496.png,Sonne,Licht,Kunst,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2813754,2818930
84,EC_subj,pokemon,d,14,cs_50_neg_none,24_mittel.png,neg,critical,50,none,Frust,word,6555.png,1525.png,9006.png,Frust,Ärger,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2820310,2822756
84,EC_subj,pokemon,d,15,cs_50_neg_task,40_mittel.png,neg,critical,50,subjective,Tyrann,word,2900.png,9265.png,9340.png,Hektik,Tyrann,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2824153,2828453
84,EC_subj,pokemon,d,16,filler_50_neu_task,11_mittel.png,neu,filler,50,subjective,neu1616.png,picture,neu1616.png,neu7004.png,neu7090.png,Linie,Wand,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2829837,2831951
84,EC_subj,pokemon,d,17,filler_1000_neu_none_1,25_mittel.png,neu,filler,1000,none,neu2487.png,picture,neu7004.png,neu2220.png,neu2487.png,Knopf,Klinke,Dach,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2833326,2835435
