subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
115,EC_only,nonword,c,0,cs_40_neg_task,minair,neg,critical,40,none,no,no,yes,no,2163317,2169269
115,EC_only,nonword,c,1,control_1000_pos_none_2,seloom,pos,control,1000,none,no,yes,no,no,2170581,2175192
115,EC_only,nonword,c,2,filler_50_neu_task,babit,neu,filler,50,none,no,no,no,yes,2176503,2178662
115,EC_only,nonword,c,3,filler_40_neu_none,trelle,neu,filler,40,none,no,no,yes,no,2179983,2182043
115,EC_only,nonword,c,4,cs_50_neg_none,parlic,neg,critical,50,none,no,no,no,yes,2183355,2186389
115,EC_only,nonword,c,5,cs_40_pos_none,tavoo,pos,critical,40,none,no,no,no,yes,2187700,2189292
115,EC_only,nonword,c,6,control_1000_neg_none_2,tafta,neg,control,1000,none,no,yes,no,no,2190605,2192297
115,EC_only,nonword,c,7,control_1000_pos_none,hesire,pos,control,1000,none,yes,no,no,no,2193609,2194709
115,EC_only,nonword,c,8,cs_50_pos_task,coskie,pos,critical,50,none,no,no,yes,no,2196020,2197882
115,EC_only,nonword,c,9,filler_1000_neu_none_1,zillie,neu,filler,1000,none,no,yes,no,no,2199194,2202830
115,EC_only,nonword,c,10,cs_50_neg_task,naptor,neg,critical,50,none,no,yes,no,no,2204141,2205358
115,EC_only,nonword,c,11,filler_1000_neu_none_2,pubio,neu,filler,1000,none,yes,no,no,no,2206668,2208026
115,EC_only,nonword,c,12,cs_50_pos_none,avouco,pos,critical,50,none,no,no,no,yes,2209338,2210761
115,EC_only,nonword,c,13,filler_50_neu_none,altine,neu,filler,50,none,no,no,yes,no,2212072,2213556
115,EC_only,nonword,c,14,cs_40_pos_task,teutos,pos,critical,40,none,no,no,no,yes,2214867,2217058
115,EC_only,nonword,c,15,filler_40_neu_task,lobee,neu,filler,40,none,yes,no,no,no,2218370,2220220
115,EC_only,nonword,c,16,cs_40_neg_none,makan,neg,critical,40,none,no,no,no,yes,2221531,2223060
115,EC_only,nonword,c,17,control_1000_neg_none,roosle,neg,control,1000,none,no,no,yes,no,2224371,2226003
