subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
134,EC_only,nonword,c,0,cs_50_neg_task,minair,neg,critical,50,none,Teufel,word,3550.png,9331.png,9280.png,Pest,Teufel,Eiter,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2260182,2274728
134,EC_only,nonword,c,1,filler_40_neu_none,seloom,neu,filler,40,none,neu5740.png,picture,neu5740.png,neu7090.png,neu7000.png,Klinke,Sessel,Wand,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2276113,2287631
134,EC_only,nonword,c,2,filler_50_neu_none,tafta,neu,filler,50,none,Knopf,word,neu7820.png,neu7090.png,neu7080.png,Tuch,Knopf,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2289007,2301766
134,EC_only,nonword,c,3,control_1000_neg_none_2,parlic,neg,control,1000,none,6020.png,picture,6020.png,6530.png,2141.png,Abgas,Waffe,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2303162,2310472
134,EC_only,nonword,c,4,cs_40_pos_none,altine,pos,critical,40,none,2660.png,picture,2660.png,2791.png,2091.png,Mutter,Glück,Ruhe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2311861,2321271
134,EC_only,nonword,c,5,cs_50_neg_none,makan,neg,critical,50,none,Neid,word,3160.png,9830.png,6311.png,Stress,Neid,Mühe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2322653,2331168
134,EC_only,nonword,c,6,cs_50_pos_task,teutos,pos,critical,50,none,Glück,word,7470.png,4622.png,5910.png,Glück,Blume,Fete,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2332543,2341125
134,EC_only,nonword,c,7,filler_1000_neu_none_2,trelle,neu,filler,1000,none,Kreis,word,neu7090.png,neu7640.png,neu7830.png,Linie,Wand,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2342523,2347338
134,EC_only,nonword,c,8,cs_40_neg_none,pubio,neg,critical,40,none,9220.png,picture,9182.png,9220.png,9041.png,Geschwür,Folter,Unfall,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2348727,2361141
134,EC_only,nonword,c,9,cs_40_pos_task,babit,pos,critical,40,none,2311.png,picture,5994.png,2311.png,7350.png,Sonne,Urlaub,Mutter,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2362541,2366808
134,EC_only,nonword,c,10,control_1000_pos_none_2,avouco,pos,control,1000,none,Himmel,word,7470.png,8190.png,4622.png,Himmel,Sommer,Leben,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2368191,2375664
134,EC_only,nonword,c,11,control_1000_pos_none,coskie,pos,control,1000,none,Scherz,word,4606.png,7580.png,5629.png,Brief,Scherz,Meer,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2377025,2382753
134,EC_only,nonword,c,12,control_1000_neg_none,naptor,neg,control,1000,none,2053.png,picture,2141.png,2053.png,9331.png,Mord,Pech,Folter,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2384150,2393935
134,EC_only,nonword,c,13,filler_40_neu_task,hesire,neu,filler,40,none,Sessel,word,neu7830.png,neu1616.png,neu7187.png,Sessel,Dach,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2395318,2404702
134,EC_only,nonword,c,14,cs_50_pos_none,tavoo,pos,critical,50,none,8190.png,picture,1999.png,8330.png,8190.png,Bücher,Wärme,Scherz,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2406101,2415221
134,EC_only,nonword,c,15,cs_40_neg_task,zillie,neg,critical,40,none,Mühe,word,9041.png,9182.png,1525.png,Gewalt,Mühe,Hektik,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2416595,2426677
134,EC_only,nonword,c,16,filler_50_neu_task,roosle,neu,filler,50,none,Hand,word,neu5740.png,neu1616.png,neu7187.png,Schrank,Linie,Hand,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2428049,2438623
134,EC_only,nonword,c,17,filler_1000_neu_none_1,lobee,neu,filler,1000,none,Klinke,word,neu5740.png,neu7233.png,neu2372.png,Klinke,Schrank,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2440002,2449600
