subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
102,EC_only,nonword,c,0,control_1000_neg_none_2,roosle,neg,control,1000,none,yes,no,no,no,2298691,2304770
102,EC_only,nonword,c,1,control_1000_pos_none,parlic,pos,control,1000,none,yes,no,no,no,2306080,2308834
102,EC_only,nonword,c,2,filler_40_neu_task,tafta,neu,filler,40,none,no,no,no,yes,2310143,2311858
102,EC_only,nonword,c,3,cs_40_neg_task,tavoo,neg,critical,40,none,no,no,no,yes,2313177,2314658
102,EC_only,nonword,c,4,cs_50_pos_none,coskie,pos,critical,50,none,no,no,no,yes,2315968,2319018
102,EC_only,nonword,c,5,cs_40_neg_none,minair,neg,critical,40,none,no,no,no,yes,2320329,2322194
102,EC_only,nonword,c,6,filler_40_neu_none,lobee,neu,filler,40,none,no,yes,no,no,2323504,2326465
102,EC_only,nonword,c,7,cs_40_pos_task,pubio,pos,critical,40,none,no,no,no,yes,2327776,2330578
102,EC_only,nonword,c,8,cs_40_pos_none,teutos,pos,critical,40,none,no,no,no,yes,2331887,2335858
102,EC_only,nonword,c,9,filler_1000_neu_none_1,altine,neu,filler,1000,none,no,yes,no,no,2337168,2340594
102,EC_only,nonword,c,10,filler_50_neu_task,trelle,neu,filler,50,none,no,no,no,yes,2341905,2344242
102,EC_only,nonword,c,11,filler_1000_neu_none_2,zillie,neu,filler,1000,none,no,no,yes,no,2345551,2350274
102,EC_only,nonword,c,12,cs_50_pos_task,makan,pos,critical,50,none,no,no,no,yes,2351585,2353218
102,EC_only,nonword,c,13,cs_50_neg_task,avouco,neg,critical,50,none,no,no,no,yes,2354527,2356169
102,EC_only,nonword,c,14,control_1000_pos_none_2,hesire,pos,control,1000,none,yes,no,no,no,2357478,2360082
102,EC_only,nonword,c,15,filler_50_neu_none,babit,neu,filler,50,none,no,no,no,yes,2361393,2363465
102,EC_only,nonword,c,16,control_1000_neg_none,seloom,neg,control,1000,none,no,no,no,yes,2364774,2366675
102,EC_only,nonword,c,17,cs_50_neg_none,naptor,neg,critical,50,none,no,no,no,yes,2367984,2369714
