subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
111,EC_subj,nonword,c,0,control_1000_pos_none_2,avouco,pos,control,1000,none,no,no,yes,no,2795744,2800411
111,EC_subj,nonword,c,1,cs_40_pos_none,altine,pos,critical,40,none,no,no,no,yes,2801723,2804421
111,EC_subj,nonword,c,2,control_1000_neg_none_2,parlic,neg,control,1000,none,no,no,no,yes,2805730,2807153
111,EC_subj,nonword,c,3,filler_1000_neu_none_2,trelle,neu,filler,1000,none,no,no,no,yes,2808463,2809844
111,EC_subj,nonword,c,4,cs_50_neg_none,makan,neg,critical,50,none,no,no,no,yes,2811155,2812158
111,EC_subj,nonword,c,5,cs_40_neg_none,pubio,neg,critical,40,none,no,no,no,yes,2813468,2814541
111,EC_subj,nonword,c,6,control_1000_pos_none,coskie,pos,control,1000,none,no,no,no,yes,2815851,2817182
111,EC_subj,nonword,c,7,control_1000_neg_none,naptor,neg,control,1000,none,no,no,no,yes,2818492,2819948
111,EC_subj,nonword,c,8,cs_40_neg_task,zillie,neg,critical,40,subjective,no,no,no,yes,2821259,2822417
111,EC_subj,nonword,c,9,cs_40_pos_task,babit,pos,critical,40,subjective,no,no,no,yes,2823727,2825207
111,EC_subj,nonword,c,10,cs_50_neg_task,minair,neg,critical,50,subjective,no,no,no,yes,2826518,2827785
111,EC_subj,nonword,c,11,filler_1000_neu_none_1,lobee,neu,filler,1000,none,no,no,no,yes,2829094,2830382
111,EC_subj,nonword,c,12,cs_50_pos_task,teutos,pos,critical,50,subjective,no,no,no,yes,2831692,2832994
111,EC_subj,nonword,c,13,filler_40_neu_none,seloom,neu,filler,40,none,no,no,no,yes,2834305,2835221
111,EC_subj,nonword,c,14,filler_50_neu_none,tafta,neu,filler,50,none,no,no,no,yes,2836530,2837810
111,EC_subj,nonword,c,15,filler_50_neu_task,roosle,neu,filler,50,subjective,no,no,no,yes,2839121,2840488
111,EC_subj,nonword,c,16,cs_50_pos_none,tavoo,pos,critical,50,none,no,no,no,yes,2841797,2843009
111,EC_subj,nonword,c,17,filler_40_neu_task,hesire,neu,filler,40,subjective,no,no,no,yes,2844318,2845422
