subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
101,EC_only,pokemon,d,0,cs_50_pos_none,40_mittel.png,pos,critical,50,none,8,2055316,2059548
101,EC_only,pokemon,d,1,control_1000_neg_none,17_mittel.png,neg,control,1000,none,5,2061839,2064481
101,EC_only,pokemon,d,2,cs_40_pos_task,22_mittel.png,pos,critical,40,none,13,2066773,2069361
101,EC_only,pokemon,d,3,control_1000_neg_none_2,16_mittel.png,neg,control,1000,none,2,2071654,2073848
101,EC_only,pokemon,d,4,filler_40_neu_none,11_mittel.png,neu,filler,40,none,11,2076140,2080000
101,EC_only,pokemon,d,5,cs_50_pos_task,2_mittel.png,pos,critical,50,none,12,2082291,2084193
101,EC_only,pokemon,d,6,filler_1000_neu_none_1,23_mittel.png,neu,filler,1000,none,3,2086487,2088416
101,EC_only,pokemon,d,7,cs_50_neg_task,24_mittel.png,neg,critical,50,none,4,2090711,2093423
101,EC_only,pokemon,d,8,filler_40_neu_task,7_mittel.png,neu,filler,40,none,14,2095715,2097665
101,EC_only,pokemon,d,9,filler_50_neu_task,9_mittel.png,neu,filler,50,none,11,2099958,2102423
101,EC_only,pokemon,d,10,filler_1000_neu_none_2,4_mittel.png,neu,filler,1000,none,9,2104715,2106336
101,EC_only,pokemon,d,11,control_1000_pos_none,39_mittel.png,pos,control,1000,none,8,2108634,2110736
101,EC_only,pokemon,d,12,control_1000_pos_none_2,15_mittel.png,pos,control,1000,none,4,2113029,2115737
101,EC_only,pokemon,d,13,filler_50_neu_none,25_mittel.png,neu,filler,50,none,13,2118030,2119922
101,EC_only,pokemon,d,14,cs_50_neg_none,5_mittel.png,neg,critical,50,none,7,2122215,2125176
101,EC_only,pokemon,d,15,cs_40_neg_none,10_mittel.png,neg,critical,40,none,10,2127469,2129930
101,EC_only,pokemon,d,16,cs_40_pos_none,37_mittel.png,pos,critical,40,none,12,2132225,2133996
101,EC_only,pokemon,d,17,cs_40_neg_task,18_mittel.png,neg,critical,40,none,8,2136293,2138305
