subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
143,EC_only,nonword,c,0,cs_40_pos_none,naptor,pos,critical,40,none,no,no,yes,no,2108224,2111766
143,EC_only,nonword,c,1,filler_40_neu_none,teutos,neu,filler,40,none,no,no,yes,no,2113075,2114982
143,EC_only,nonword,c,2,filler_1000_neu_none_2,coskie,neu,filler,1000,none,no,yes,no,no,2116291,2119941
143,EC_only,nonword,c,3,filler_50_neu_task,tavoo,neu,filler,50,none,no,no,no,yes,2121259,2123006
143,EC_only,nonword,c,4,cs_40_pos_task,avouco,pos,critical,40,none,no,no,no,yes,2124315,2125782
143,EC_only,nonword,c,5,cs_50_neg_none,lobee,neg,critical,50,none,no,no,no,yes,2127090,2128574
143,EC_only,nonword,c,6,control_1000_pos_none_2,babit,pos,control,1000,none,yes,no,no,no,2129884,2132101
143,EC_only,nonword,c,7,cs_50_pos_task,seloom,pos,critical,50,none,no,no,no,yes,2133411,2134541
143,EC_only,nonword,c,8,cs_50_neg_task,tafta,neg,critical,50,none,no,no,no,yes,2135850,2136885
143,EC_only,nonword,c,9,cs_50_pos_none,roosle,pos,critical,50,none,no,no,no,yes,2138195,2139101
143,EC_only,nonword,c,10,control_1000_neg_none_2,zillie,neg,control,1000,none,no,yes,no,no,2140410,2142486
143,EC_only,nonword,c,11,filler_40_neu_task,pubio,neu,filler,40,none,no,no,no,yes,2143794,2145278
143,EC_only,nonword,c,12,control_1000_pos_none,trelle,pos,control,1000,none,no,no,no,yes,2146587,2148045
143,EC_only,nonword,c,13,filler_50_neu_none,minair,neu,filler,50,none,no,no,no,yes,2149355,2150918
143,EC_only,nonword,c,14,cs_40_neg_none,hesire,neg,critical,40,none,no,no,no,yes,2152226,2153565
143,EC_only,nonword,c,15,cs_40_neg_task,parlic,neg,critical,40,none,no,no,no,yes,2154875,2157598
143,EC_only,nonword,c,16,control_1000_neg_none,altine,neg,control,1000,none,no,no,yes,no,2158907,2162102
143,EC_only,nonword,c,17,filler_1000_neu_none_1,makan,neu,filler,1000,none,no,yes,no,no,2163410,2167037
