subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
99,EC_subj,pokemon,d,0,filler_50_neu_task,37_mittel.png,neu,filler,50,subjective,neu7004.png,picture,neu7090.png,neu7004.png,neu7233.png,Schrank,Wand,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2787426,2797872
99,EC_subj,pokemon,d,1,control_1000_pos_none_2,9_mittel.png,pos,control,1000,none,1440.png,picture,1710.png,5830.png,1440.png,Himmel,Glück,Romantik,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2799261,2803169
99,EC_subj,pokemon,d,2,cs_40_pos_task,40_mittel.png,pos,critical,40,subjective,Frieden,word,5594.png,2660.png,2050.png,Musik,Kinder,Frieden,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2804549,2815244
99,EC_subj,pokemon,d,3,cs_40_neg_task,5_mittel.png,neg,critical,40,subjective,3160.png,picture,9007.png,3160.png,2276.png,Tyrann,Hass,Horror,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2816614,2825409
99,EC_subj,pokemon,d,4,cs_50_neg_none,7_mittel.png,neg,critical,50,none,9400.png,picture,3300.png,9220.png,9400.png,Frust,Abgas,Schmerz,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2826812,2832633
99,EC_subj,pokemon,d,5,filler_40_neu_task,4_mittel.png,neu,filler,40,subjective,Schrank,word,neu2575.png,neu2620.png,neu7090.png,Kreis,Schrank,Wand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2834025,2839691
99,EC_subj,pokemon,d,6,cs_40_neg_none,39_mittel.png,neg,critical,40,none,6311.png,picture,9630.png,9404.png,6311.png,Mord,Angst,Tyrann,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2841069,2850186
99,EC_subj,pokemon,d,7,control_1000_pos_none,11_mittel.png,pos,control,1000,none,Himmel,word,7502.png,2057.png,8200.png,Bücher,Himmel,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2851566,2856831
99,EC_subj,pokemon,d,8,cs_40_pos_none,24_mittel.png,pos,critical,40,none,1440.png,picture,4606.png,1710.png,1440.png,Wiese,Fete,Geburt,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2858207,2862427
99,EC_subj,pokemon,d,9,filler_40_neu_none,22_mittel.png,neu,filler,40,none,Knopf,word,neu2575.png,neu1616.png,neu7550.png,Dach,Knopf,Schrank,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2863812,2870177
99,EC_subj,pokemon,d,10,cs_50_pos_none,17_mittel.png,pos,critical,50,none,Geburt,word,2160.png,5994.png,8190.png,Geburt,Sonne,Glück,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2871561,2878935
99,EC_subj,pokemon,d,11,control_1000_neg_none_2,23_mittel.png,neg,control,1000,none,Finsternis,word,9340.png,2710.png,9400.png,Pech,Finsternis,Schmerz,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2880328,2893297
99,EC_subj,pokemon,d,12,cs_50_neg_task,16_mittel.png,neg,critical,50,subjective,Not,word,2375.1.png,7380.png,3550.png,Horror,Not,Pech,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2894664,2897657
99,EC_subj,pokemon,d,13,cs_50_pos_task,15_mittel.png,pos,critical,50,subjective,2550.png,picture,4622.png,5594.png,2550.png,Urlaub,Wärme,Romantik,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2899040,2905096
99,EC_subj,pokemon,d,14,filler_1000_neu_none_1,10_mittel.png,neu,filler,1000,none,neu5510.png,picture,neu2575.png,neu7000.png,neu5510.png,Linie,Schrank,Wand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2906475,2909833
99,EC_subj,pokemon,d,15,filler_50_neu_none,18_mittel.png,neu,filler,50,none,Hand,word,neu2372.png,neu7233.png,neu2635.png,Hand,Kreis,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2911211,2918811
99,EC_subj,pokemon,d,16,control_1000_neg_none,25_mittel.png,neg,control,1000,none,9430.png,picture,9430.png,9220.png,1525.png,Waffe,Schmerz,Unfall,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2920179,2927617
99,EC_subj,pokemon,d,17,filler_1000_neu_none_2,2_mittel.png,neu,filler,1000,none,Linie,word,neu2620.png,neu7187.png,neu7830.png,Linie,Klinke,Hand,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2929009,2935472
