subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
143,EC_only,nonword,c,0,control_1000_neg_none_2,zillie,neg,control,1000,none,4,1983625,1990589
143,EC_only,nonword,c,1,cs_50_neg_task,tafta,neg,critical,50,none,6,1992876,1996649
143,EC_only,nonword,c,2,cs_40_neg_task,parlic,neg,critical,40,none,8,1998937,2002000
143,EC_only,nonword,c,3,control_1000_pos_none,trelle,pos,control,1000,none,12,2004286,2006879
143,EC_only,nonword,c,4,filler_1000_neu_none_1,makan,neu,filler,1000,none,11,2009167,2011382
143,EC_only,nonword,c,5,cs_50_pos_none,roosle,pos,critical,50,none,11,2013672,2017265
143,EC_only,nonword,c,6,cs_40_neg_none,hesire,neg,critical,40,none,7,2019554,2023313
143,EC_only,nonword,c,7,filler_1000_neu_none_2,coskie,neu,filler,1000,none,9,2025602,2027925
143,EC_only,nonword,c,8,filler_40_neu_task,pubio,neu,filler,40,none,9,2030213,2031872
143,EC_only,nonword,c,9,control_1000_pos_none_2,babit,pos,control,1000,none,17,2034159,2036057
143,EC_only,nonword,c,10,cs_50_neg_none,lobee,neg,critical,50,none,11,2038347,2040456
143,EC_only,nonword,c,11,control_1000_neg_none,altine,neg,control,1000,none,5,2042746,2045055
143,EC_only,nonword,c,12,filler_50_neu_none,minair,neu,filler,50,none,6,2047346,2049096
143,EC_only,nonword,c,13,filler_50_neu_task,tavoo,neu,filler,50,none,8,2051386,2053617
143,EC_only,nonword,c,14,cs_40_pos_none,naptor,pos,critical,40,none,8,2055909,2058561
143,EC_only,nonword,c,15,cs_40_pos_task,avouco,pos,critical,40,none,11,2060852,2064154
143,EC_only,nonword,c,16,cs_50_pos_task,seloom,pos,critical,50,none,8,2066445,2072502
143,EC_only,nonword,c,17,filler_40_neu_none,teutos,neu,filler,40,none,5,2074790,2079323
