subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
117,EC_only,pokemon,d,0,cs_40_pos_task,15_mittel.png,pos,critical,40,none,no,no,no,yes,2253407,2267121
117,EC_only,pokemon,d,1,filler_50_neu_none,24_mittel.png,neu,filler,50,none,no,no,no,yes,2268436,2273466
117,EC_only,pokemon,d,2,filler_40_neu_none,2_mittel.png,neu,filler,40,none,no,no,no,yes,2274779,2279194
117,EC_only,pokemon,d,3,cs_50_pos_none,9_mittel.png,pos,critical,50,none,no,no,no,yes,2280508,2287713
117,EC_only,pokemon,d,4,filler_1000_neu_none_2,39_mittel.png,neu,filler,1000,none,no,yes,no,no,2289029,2295370
117,EC_only,pokemon,d,5,cs_40_neg_task,16_mittel.png,neg,critical,40,none,no,no,no,yes,2296683,2299346
117,EC_only,pokemon,d,6,control_1000_neg_none,37_mittel.png,neg,control,1000,none,no,yes,no,no,2300661,2306786
117,EC_only,pokemon,d,7,cs_40_pos_none,17_mittel.png,pos,critical,40,none,no,no,no,yes,2308100,2309713
117,EC_only,pokemon,d,8,control_1000_pos_none,4_mittel.png,pos,control,1000,none,yes,no,no,no,2311028,2314306
117,EC_only,pokemon,d,9,cs_40_neg_none,7_mittel.png,neg,critical,40,none,no,no,no,yes,2315619,2317546
117,EC_only,pokemon,d,10,cs_50_neg_task,25_mittel.png,neg,critical,50,none,no,no,no,yes,2318859,2321841
117,EC_only,pokemon,d,11,filler_1000_neu_none_1,5_mittel.png,neu,filler,1000,none,no,no,yes,no,2323154,2329003
117,EC_only,pokemon,d,12,control_1000_neg_none_2,18_mittel.png,neg,control,1000,none,no,no,no,yes,2330316,2337234
117,EC_only,pokemon,d,13,filler_40_neu_task,10_mittel.png,neu,filler,40,none,no,no,no,yes,2338559,2340049
117,EC_only,pokemon,d,14,control_1000_pos_none_2,22_mittel.png,pos,control,1000,none,yes,no,no,no,2341361,2345945
117,EC_only,pokemon,d,15,cs_50_pos_task,11_mittel.png,pos,critical,50,none,no,no,no,yes,2347258,2348818
117,EC_only,pokemon,d,16,filler_50_neu_task,40_mittel.png,neu,filler,50,none,no,no,no,yes,2350134,2351402
117,EC_only,pokemon,d,17,cs_50_neg_none,23_mittel.png,neg,critical,50,none,no,no,no,yes,2352715,2354522
