subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
95,EC_subj,nonword,c,0,cs_40_neg_task,lobee,neg,critical,40,subjective,no,no,no,yes,2766852,2771203
95,EC_subj,nonword,c,1,filler_40_neu_none,avouco,neu,filler,40,none,yes,no,no,no,2772514,2775435
95,EC_subj,nonword,c,2,control_1000_neg_none_2,makan,neg,control,1000,none,no,no,no,yes,2776746,2779834
95,EC_subj,nonword,c,3,cs_40_pos_task,roosle,pos,critical,40,subjective,no,no,no,yes,2781145,2784689
95,EC_subj,nonword,c,4,cs_40_pos_none,tafta,pos,critical,40,none,no,yes,no,no,2786001,2789523
95,EC_subj,nonword,c,5,control_1000_pos_none,teutos,pos,control,1000,none,yes,no,no,no,2790834,2792899
95,EC_subj,nonword,c,6,cs_40_neg_none,trelle,neg,critical,40,none,no,no,no,yes,2794208,2795346
95,EC_subj,nonword,c,7,filler_1000_neu_none_1,hesire,neu,filler,1000,none,yes,no,no,no,2796657,2800394
95,EC_subj,nonword,c,8,cs_50_neg_none,pubio,neg,critical,50,none,no,no,no,yes,2801707,2803089
95,EC_subj,nonword,c,9,cs_50_neg_task,zillie,neg,critical,50,subjective,no,no,no,yes,2804401,2806602
95,EC_subj,nonword,c,10,filler_50_neu_none,parlic,neu,filler,50,none,no,no,no,yes,2807912,2809699
95,EC_subj,nonword,c,11,filler_50_neu_task,naptor,neu,filler,50,subjective,no,yes,no,no,2811010,2813299
95,EC_subj,nonword,c,12,control_1000_pos_none_2,tavoo,pos,control,1000,none,no,yes,no,no,2814608,2815771
95,EC_subj,nonword,c,13,cs_50_pos_none,altine,pos,critical,50,none,no,no,no,yes,2817081,2818138
95,EC_subj,nonword,c,14,filler_40_neu_task,coskie,neu,filler,40,subjective,no,no,no,yes,2819449,2820810
95,EC_subj,nonword,c,15,filler_1000_neu_none_2,seloom,neu,filler,1000,none,yes,no,no,no,2822120,2824683
95,EC_subj,nonword,c,16,cs_50_pos_task,babit,pos,critical,50,subjective,no,no,no,yes,2825992,2827114
95,EC_subj,nonword,c,17,control_1000_neg_none,minair,neg,control,1000,none,no,no,no,yes,2828434,2829659
