subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
136,EC_only,nonword,c,0,cs_50_pos_none,teutos,pos,critical,50,none,yes,no,no,no,2310169,2319298
136,EC_only,nonword,c,1,cs_40_neg_none,zillie,neg,critical,40,none,no,no,no,yes,2320609,2323737
136,EC_only,nonword,c,2,filler_50_neu_none,roosle,neu,filler,50,none,no,no,yes,no,2325046,2328643
136,EC_only,nonword,c,3,filler_1000_neu_none_1,tafta,neu,filler,1000,none,yes,no,no,no,2329952,2336202
136,EC_only,nonword,c,4,cs_50_neg_none,minair,neg,critical,50,none,no,yes,no,no,2337513,2341330
136,EC_only,nonword,c,5,control_1000_pos_none,makan,pos,control,1000,none,no,no,yes,no,2342649,2344995
136,EC_only,nonword,c,6,control_1000_pos_none_2,coskie,pos,control,1000,none,yes,no,no,no,2346304,2351274
136,EC_only,nonword,c,7,filler_50_neu_task,seloom,neu,filler,50,none,no,yes,no,no,2352584,2356338
136,EC_only,nonword,c,8,cs_40_neg_task,altine,neg,critical,40,none,no,no,no,yes,2357647,2359522
136,EC_only,nonword,c,9,filler_1000_neu_none_2,lobee,neu,filler,1000,none,no,yes,no,no,2360830,2362939
136,EC_only,nonword,c,10,control_1000_neg_none,avouco,neg,control,1000,none,yes,no,no,no,2364250,2371242
136,EC_only,nonword,c,11,cs_40_pos_none,babit,pos,critical,40,none,no,no,no,yes,2372552,2373921
136,EC_only,nonword,c,12,filler_40_neu_none,hesire,neu,filler,40,none,no,no,no,yes,2375230,2376761
136,EC_only,nonword,c,13,filler_40_neu_task,parlic,neu,filler,40,none,no,yes,no,no,2378072,2380675
136,EC_only,nonword,c,14,cs_50_pos_task,pubio,pos,critical,50,none,no,no,no,yes,2381984,2383553
136,EC_only,nonword,c,15,cs_50_neg_task,tavoo,neg,critical,50,none,no,yes,no,no,2384864,2386834
136,EC_only,nonword,c,16,cs_40_pos_task,trelle,pos,critical,40,none,no,no,no,yes,2388146,2389362
136,EC_only,nonword,c,17,control_1000_neg_none_2,naptor,neg,control,1000,none,no,yes,no,no,2390671,2392458
