subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
105,EC_subj,pokemon,d,0,cs_50_neg_none,18_mittel.png,neg,critical,50,none,yes,no,no,no,2641792,2651624
105,EC_subj,pokemon,d,1,filler_1000_neu_none_1,16_mittel.png,neu,filler,1000,none,no,no,yes,no,2652933,2657266
105,EC_subj,pokemon,d,2,control_1000_pos_none,10_mittel.png,pos,control,1000,none,no,yes,no,no,2658575,2660575
105,EC_subj,pokemon,d,3,cs_50_pos_task,4_mittel.png,pos,critical,50,subjective,no,yes,no,no,2661886,2662966
105,EC_subj,pokemon,d,4,control_1000_neg_none_2,24_mittel.png,neg,control,1000,none,no,yes,no,no,2664274,2666522
105,EC_subj,pokemon,d,5,cs_40_neg_none,23_mittel.png,neg,critical,40,none,no,no,no,yes,2667830,2670774
105,EC_subj,pokemon,d,6,cs_40_pos_task,11_mittel.png,pos,critical,40,subjective,no,yes,no,no,2672084,2675051
105,EC_subj,pokemon,d,7,filler_50_neu_task,15_mittel.png,neu,filler,50,subjective,no,no,yes,no,2676360,2678233
105,EC_subj,pokemon,d,8,filler_40_neu_task,5_mittel.png,neu,filler,40,subjective,no,no,no,yes,2679542,2681762
105,EC_subj,pokemon,d,9,cs_50_neg_task,37_mittel.png,neg,critical,50,subjective,no,no,no,yes,2683080,2685167
105,EC_subj,pokemon,d,10,cs_40_pos_none,9_mittel.png,pos,critical,40,none,no,no,yes,no,2686475,2689091
105,EC_subj,pokemon,d,11,control_1000_pos_none_2,2_mittel.png,pos,control,1000,none,yes,no,no,no,2690400,2691821
105,EC_subj,pokemon,d,12,filler_40_neu_none,39_mittel.png,neu,filler,40,none,yes,no,no,no,2693131,2695916
105,EC_subj,pokemon,d,13,cs_40_neg_task,25_mittel.png,neg,critical,40,subjective,no,yes,no,no,2697225,2698758
105,EC_subj,pokemon,d,14,filler_50_neu_none,17_mittel.png,neu,filler,50,none,no,yes,no,no,2700066,2701554
105,EC_subj,pokemon,d,15,cs_50_pos_none,22_mittel.png,pos,critical,50,none,no,yes,no,no,2702863,2704275
105,EC_subj,pokemon,d,16,filler_1000_neu_none_2,7_mittel.png,neu,filler,1000,none,no,no,yes,no,2705585,2706908
105,EC_subj,pokemon,d,17,control_1000_neg_none,40_mittel.png,neg,control,1000,none,no,no,yes,no,2708218,2710989
