subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
109,EC_subj,pokemon,d,0,control_1000_pos_none,18_mittel.png,pos,control,1000,none,yes,no,no,no,3113784,3116842
109,EC_subj,pokemon,d,1,control_1000_neg_none_2,40_mittel.png,neg,control,1000,none,yes,no,no,no,3118156,3118690
109,EC_subj,pokemon,d,2,cs_50_neg_none,37_mittel.png,neg,critical,50,none,yes,no,no,no,3120003,3120715
109,EC_subj,pokemon,d,3,filler_40_neu_none,5_mittel.png,neu,filler,40,none,yes,no,no,no,3122029,3122607
109,EC_subj,pokemon,d,4,control_1000_pos_none_2,10_mittel.png,pos,control,1000,none,yes,no,no,no,3123919,3124481
109,EC_subj,pokemon,d,5,cs_50_pos_task,23_mittel.png,pos,critical,50,subjective,yes,no,no,no,3125793,3126211
109,EC_subj,pokemon,d,6,cs_40_neg_none,25_mittel.png,neg,critical,40,none,yes,no,no,no,3127525,3128063
109,EC_subj,pokemon,d,7,filler_50_neu_task,39_mittel.png,neu,filler,50,subjective,yes,no,no,no,3129376,3129945
109,EC_subj,pokemon,d,8,filler_50_neu_none,15_mittel.png,neu,filler,50,none,yes,no,no,no,3131257,3131799
109,EC_subj,pokemon,d,9,filler_40_neu_task,24_mittel.png,neu,filler,40,subjective,yes,no,no,no,3133112,3134038
109,EC_subj,pokemon,d,10,filler_1000_neu_none_2,16_mittel.png,neu,filler,1000,none,yes,no,no,no,3135361,3136293
109,EC_subj,pokemon,d,11,cs_50_neg_task,22_mittel.png,neg,critical,50,subjective,yes,no,no,no,3137604,3138916
109,EC_subj,pokemon,d,12,cs_40_pos_task,7_mittel.png,pos,critical,40,subjective,yes,no,no,no,3140230,3140992
109,EC_subj,pokemon,d,13,control_1000_neg_none,2_mittel.png,neg,control,1000,none,yes,no,no,no,3142304,3142743
109,EC_subj,pokemon,d,14,cs_40_neg_task,9_mittel.png,neg,critical,40,subjective,yes,no,no,no,3144055,3144763
109,EC_subj,pokemon,d,15,cs_50_pos_none,4_mittel.png,pos,critical,50,none,yes,no,no,no,3146077,3146785
109,EC_subj,pokemon,d,16,filler_1000_neu_none_1,17_mittel.png,neu,filler,1000,none,yes,no,no,no,3148097,3148777
109,EC_subj,pokemon,d,17,cs_40_pos_none,11_mittel.png,pos,critical,40,none,yes,no,no,no,3150089,3151508
