subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
128,0,1,EC_only,pokemon,d,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_none,some us,8485.png,7_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_4.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,2296959,2297861,2298762,2298865,2298917,NA,2298967,no,yes,no,no,no,no,2303102
128,1,1,EC_only,pokemon,d,us_w_us,999,neg-pos,none,none,none,both,no,none,none,Mutter,Pech,word,word,us,us,#000000,999,fmaske_5.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2303981,NA,NA,NA,NA,NA,NA,NA,NA,NA,2305983
128,2,1,EC_only,pokemon,d,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,19_dunkel.png,none,picture,none,controlcs,none,#000000,999,fmaske_12.png,fmaske_11.png,no,yes_left,yes,0,space,2306801,2307807,2308807,NA,NA,NA,2306804,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308810
128,3,1,EC_only,pokemon,d,critical,50,pos,objective,csfirst,right,left,yes,cs_50_pos_none,some us,Freund,17_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_2.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,2309732,2310633,2310736,2310788,2310840,2312340,no,no,no,no,no,yes,2317910
128,4,1,EC_only,pokemon,d,control,1000,pos,none,csfirst,right,left,no,control_1000_pos_none_2,some us,Liebe,9_mittel.png,word,picture,us,controlcs,#000000,600,fmaske_7.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2318807,NA,2319810,NA,NA,NA,NA,NA,NA,NA,2320412
128,5,1,EC_only,pokemon,d,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,parlic,none,word,none,maskedcs,#969696,999,maske_5.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2321268,2322169,2322272,2322324,NA,NA,NA,NA,NA,NA,NA,NA,2322376
128,6,1,EC_only,pokemon,d,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none,some us,25_mittel.png,Unfall,picture,word,controlcs,us,#000000,0,fmaske_7.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,2323257,NA,NA,2324259,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325262
128,7,1,EC_only,pokemon,d,control,1000,neg,none,usfirst,right,left,no,control_1000_neg_none_2,some us,Angst,23_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_5.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,2326158,NA,NA,2327160,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328163
128,8,1,EC_only,pokemon,d,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,Wand,22_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_3.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,2329104,2330006,2330907,2331010,2331052,NA,2331102,yes,no,no,no,no,no,2339533
128,9,1,EC_only,pokemon,d,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none_2,some us,9_mittel.png,Geburt,picture,word,controlcs,us,#000000,600,fmaske_3.png,fmaske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2340415,NA,2341417,NA,NA,NA,NA,NA,NA,NA,2342020
