subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
94,EC_subj,nonword,c,0,cs_50_pos_none,coskie,pos,critical,50,none,5,2667959,2673654
94,EC_subj,nonword,c,1,filler_40_neu_none,lobee,neu,filler,40,none,8,2675966,2679439
94,EC_subj,nonword,c,2,control_1000_pos_none_2,hesire,pos,control,1000,none,17,2681749,2683943
94,EC_subj,nonword,c,3,cs_40_neg_task,tavoo,neg,critical,40,subjective,9,2686250,2689160
94,EC_subj,nonword,c,4,control_1000_neg_none_2,roosle,neg,control,1000,none,14,2691469,2695079
94,EC_subj,nonword,c,5,filler_50_neu_task,trelle,neu,filler,50,subjective,14,2697391,2699933
94,EC_subj,nonword,c,6,filler_50_neu_none,babit,neu,filler,50,none,10,2702245,2706289
94,EC_subj,nonword,c,7,cs_50_neg_task,avouco,neg,critical,50,subjective,1,2708598,2712864
94,EC_subj,nonword,c,8,cs_50_neg_none,naptor,neg,critical,50,none,11,2715173,2717209
94,EC_subj,nonword,c,9,cs_40_pos_task,pubio,pos,critical,40,subjective,16,2719519,2721287
94,EC_subj,nonword,c,10,control_1000_pos_none,parlic,pos,control,1000,none,7,2723596,2728231
94,EC_subj,nonword,c,11,filler_1000_neu_none_2,zillie,neu,filler,1000,none,4,2730543,2733479
94,EC_subj,nonword,c,12,filler_1000_neu_none_1,altine,neu,filler,1000,none,10,2735790,2739622
94,EC_subj,nonword,c,13,cs_40_neg_none,minair,neg,critical,40,none,4,2741932,2745686
94,EC_subj,nonword,c,14,cs_40_pos_none,teutos,pos,critical,40,none,4,2747999,2751870
94,EC_subj,nonword,c,15,filler_40_neu_task,tafta,neu,filler,40,subjective,2,2754178,2756456
94,EC_subj,nonword,c,16,cs_50_pos_task,makan,pos,critical,50,subjective,3,2758768,2760576
94,EC_subj,nonword,c,17,control_1000_neg_none,seloom,neg,control,1000,none,3,2762886,2765383
