subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
130,EC_subj,pokemon,d,0,filler_50_neu_task,18_mittel.png,neu,filler,50,subjective,no,no,no,yes,2759007,2765609
130,EC_subj,pokemon,d,1,control_1000_neg_none,23_mittel.png,neg,control,1000,none,no,no,yes,no,2766923,2773045
130,EC_subj,pokemon,d,2,cs_40_neg_none,15_mittel.png,neg,critical,40,none,no,no,no,yes,2774358,2777439
130,EC_subj,pokemon,d,3,cs_50_pos_none,16_mittel.png,pos,critical,50,none,no,no,no,yes,2778752,2781414
130,EC_subj,pokemon,d,4,cs_50_neg_none,11_mittel.png,neg,critical,50,none,no,no,no,yes,2782728,2784440
130,EC_subj,pokemon,d,5,filler_40_neu_none,37_mittel.png,neu,filler,40,none,no,no,no,yes,2785755,2788593
130,EC_subj,pokemon,d,6,control_1000_neg_none_2,4_mittel.png,neg,control,1000,none,no,no,no,yes,2789906,2792224
130,EC_subj,pokemon,d,7,filler_50_neu_none,10_mittel.png,neu,filler,50,none,no,no,no,yes,2793538,2796511
130,EC_subj,pokemon,d,8,control_1000_pos_none,9_mittel.png,pos,control,1000,none,no,no,no,yes,2797824,2800467
130,EC_subj,pokemon,d,9,cs_40_pos_task,24_mittel.png,pos,critical,40,subjective,no,no,no,yes,2801781,2804045
130,EC_subj,pokemon,d,10,control_1000_pos_none_2,25_mittel.png,pos,control,1000,none,no,no,no,yes,2805359,2812869
130,EC_subj,pokemon,d,11,cs_40_neg_task,39_mittel.png,neg,critical,40,subjective,no,no,no,yes,2814192,2817827
130,EC_subj,pokemon,d,12,filler_40_neu_task,22_mittel.png,neu,filler,40,subjective,no,no,no,yes,2819141,2820335
130,EC_subj,pokemon,d,13,cs_50_neg_task,7_mittel.png,neg,critical,50,subjective,no,no,no,yes,2821649,2823984
130,EC_subj,pokemon,d,14,cs_50_pos_task,17_mittel.png,pos,critical,50,subjective,no,no,no,yes,2825297,2827568
130,EC_subj,pokemon,d,15,filler_1000_neu_none_1,2_mittel.png,neu,filler,1000,none,yes,no,no,no,2828882,2834113
130,EC_subj,pokemon,d,16,filler_1000_neu_none_2,40_mittel.png,neu,filler,1000,none,no,no,yes,no,2835427,2839411
130,EC_subj,pokemon,d,17,cs_40_pos_none,5_mittel.png,pos,critical,40,none,no,no,no,yes,2840723,2843148
