subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
114,EC_subj,nonword,c,0,control_1000_pos_none,trelle,pos,control,1000,none,yes,no,no,no,3071570,3077397
114,EC_subj,nonword,c,1,cs_40_neg_task,parlic,neg,critical,40,subjective,no,no,yes,no,3078710,3080429
114,EC_subj,nonword,c,2,cs_50_neg_none,lobee,neg,critical,50,none,yes,no,no,no,3081741,3082540
114,EC_subj,nonword,c,3,control_1000_neg_none_2,zillie,neg,control,1000,none,no,no,yes,no,3083856,3085390
114,EC_subj,nonword,c,4,filler_40_neu_task,pubio,neu,filler,40,subjective,no,no,yes,no,3086703,3089878
114,EC_subj,nonword,c,5,filler_1000_neu_none_2,coskie,neu,filler,1000,none,no,no,yes,no,3091190,3093389
114,EC_subj,nonword,c,6,cs_50_neg_task,tafta,neg,critical,50,subjective,yes,no,no,no,3094701,3096813
114,EC_subj,nonword,c,7,cs_40_neg_none,hesire,neg,critical,40,none,no,no,yes,no,3098126,3099980
114,EC_subj,nonword,c,8,cs_40_pos_task,avouco,pos,critical,40,subjective,no,yes,no,no,3101293,3108581
114,EC_subj,nonword,c,9,filler_1000_neu_none_1,makan,neu,filler,1000,none,no,yes,no,no,3109893,3111404
114,EC_subj,nonword,c,10,filler_40_neu_none,teutos,neu,filler,40,none,no,no,no,yes,3112718,3114908
114,EC_subj,nonword,c,11,control_1000_pos_none_2,babit,pos,control,1000,none,yes,no,no,no,3116220,3118197
114,EC_subj,nonword,c,12,cs_50_pos_none,roosle,pos,critical,50,none,yes,no,no,no,3119508,3120813
114,EC_subj,nonword,c,13,filler_50_neu_task,tavoo,neu,filler,50,subjective,no,no,no,yes,3122127,3124004
114,EC_subj,nonword,c,14,control_1000_neg_none,altine,neg,control,1000,none,no,yes,no,no,3125317,3126725
114,EC_subj,nonword,c,15,filler_50_neu_none,minair,neu,filler,50,none,no,no,yes,no,3128038,3130005
114,EC_subj,nonword,c,16,cs_40_pos_none,naptor,pos,critical,40,none,no,no,yes,no,3131317,3133581
114,EC_subj,nonword,c,17,cs_50_pos_task,seloom,pos,critical,50,subjective,yes,no,no,no,3134893,3135949
