subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
123,EC_only,pokemon,d,0,cs_40_neg_task,40_mittel.png,neg,critical,40,none,Betrug,word,9006.png,2053.png,7380.png,Sucht,Betrug,Teufel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2220789,2224969
123,EC_only,pokemon,d,1,cs_50_pos_task,5_mittel.png,pos,critical,50,none,Strand,word,7502.png,2791.png,1463.png,Strand,Fete,Glück,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2226366,2228056
123,EC_only,pokemon,d,2,control_1000_pos_none,16_mittel.png,pos,control,1000,none,2791.png,picture,7580.png,2791.png,2070.png,Romantik,Wiese,Freizeit,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2229436,2233419
123,EC_only,pokemon,d,3,filler_1000_neu_none_1,37_mittel.png,neu,filler,1000,none,Wand,word,neu2635.png,neu7004.png,neu2220.png,Tuch,Lampe,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2234792,2238455
123,EC_only,pokemon,d,4,control_1000_neg_none,11_mittel.png,neg,control,1000,none,Frust,word,8485.png,2141.png,9342.png,Angst,Tyrann,Frust,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2239851,2243731
123,EC_only,pokemon,d,5,cs_40_pos_none,2_mittel.png,pos,critical,40,none,Bücher,word,2160.png,7230.png,8200.png,Lachen,Bücher,Wiese,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2245119,2246625
123,EC_only,pokemon,d,6,cs_40_pos_task,10_mittel.png,pos,critical,40,none,2091.png,picture,2091.png,2057.png,1440.png,Witz,Geburt,Ruhe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2247995,2249991
123,EC_only,pokemon,d,7,control_1000_pos_none_2,7_mittel.png,pos,control,1000,none,Wärme,word,1650.png,2900.2.png,7330.png,Geburt,Wärme,Mutter,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2251388,2253656
123,EC_only,pokemon,d,8,filler_40_neu_task,25_mittel.png,neu,filler,40,none,Wand,word,neu2487.png,neu2575.png,neu5510.png,Wand,Sessel,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2255031,2257255
123,EC_only,pokemon,d,9,filler_50_neu_task,4_mittel.png,neu,filler,50,none,neu2620.png,picture,neu7233.png,neu2620.png,neu7830.png,Sessel,Bein,Linie,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2258646,2259761
123,EC_only,pokemon,d,10,filler_1000_neu_none_2,18_mittel.png,neu,filler,1000,none,Wand,word,neu2487.png,neu7490.png,neu5731.png,Wand,Knopf,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2261145,2267159
123,EC_only,pokemon,d,11,cs_50_neg_task,15_mittel.png,neg,critical,50,none,Stress,word,6570.1.png,9280.png,2276.png,Stress,Absturz,Betrug,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2268526,2270320
123,EC_only,pokemon,d,12,cs_40_neg_none,24_mittel.png,neg,critical,40,none,Sadist,word,9435.png,9400.png,9331.png,Ekel,Pest,Sadist,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2271712,2272952
123,EC_only,pokemon,d,13,cs_50_neg_none,17_mittel.png,neg,critical,50,none,3300.png,picture,6831.png,9182.png,3300.png,Waffe,Frust,Unfall,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2274336,2277256
123,EC_only,pokemon,d,14,filler_40_neu_none,23_mittel.png,neu,filler,40,none,Sessel,word,neu7090.png,neu2372.png,neu2620.png,Sessel,Bein,Dach,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2278652,2280841
123,EC_only,pokemon,d,15,control_1000_neg_none_2,9_mittel.png,neg,control,1000,none,9500.png,picture,9500.png,9400.png,9182.png,Neid,Mord,Ekel,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2282223,2284168
123,EC_only,pokemon,d,16,cs_50_pos_none,39_mittel.png,pos,critical,50,none,Kuss,word,1710.png,2040.png,5629.png,Geschenk,Wärme,Kuss,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2285562,2287256
123,EC_only,pokemon,d,17,filler_50_neu_none,22_mittel.png,neu,filler,50,none,Tuch,word,neu7080.png,neu2620.png,neu7090.png,Tuch,Knopf,Hand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2288647,2290128
