subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
141,0,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Klinke,none,word,none,us,none,#000000,999,fmaske_3.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2858179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860181
141,1,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Tuch,none,word,none,us,none,#000000,999,fmaske_7.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2861024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2863026
141,2,1,EC_only,pokemon,d,cs_w_us,40,neutral,objective,usfirst,left,right,yes,filler_40_neu_task,some us,15_mittel.png,Schrank,picture,word,maskedcs,us,#969696,0,fmaske_10.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,2863959,2864861,2865762,2865865,2865907,NA,2865957,no,yes,no,no,no,no,2870744
141,3,1,EC_only,pokemon,d,critical,40,neg,objective,usfirst,left,right,yes,cs_40_neg_task,some us,4_mittel.png,Gemeinheit,picture,word,maskedcs,us,#969696,0,fmaske_11.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,2871676,2872578,2873479,2873582,2873625,NA,2873675,no,yes,no,no,no,no,2879561
141,4,1,EC_only,pokemon,d,cs_alone,1000,none,none,none,right,none,no,filler_1000_neu_none_2,none,none,9_mittel.png,none,picture,none,controlcs,#000000,999,fmaske_12.png,fmaske_3.png,no,yes_right,no,250,NA,NA,NA,NA,NA,NA,NA,2880395,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881397
141,5,1,EC_only,pokemon,d,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none_2,some us,9430.png,39_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_10.png,fmaske_3.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2882325,NA,2883328,NA,NA,NA,NA,NA,NA,NA,2883931
141,6,1,EC_only,pokemon,d,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_none,none,none,7_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_12.png,fmaske_12.png,yes_right,no,no,250,NA,NA,NA,NA,NA,2884762,2885665,2885767,2885819,NA,2885869,no,no,yes,no,no,no,2891721
141,7,1,EC_only,pokemon,d,us_w_us,999,neg-neg,none,none,none,both,no,none,none,Pest,9561.png,word,picture,us,us,#000000,999,fmaske_12.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2892629,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894632
141,8,1,EC_only,pokemon,d,critical,50,neg,objective,csfirst,left,right,yes,cs_50_neg_task,some us,10_mittel.png,Sadist,picture,word,maskedcs,us,#969696,1500,fmaske_4.png,fmaske_6.png,no,no,no,1000,NA,NA,NA,NA,NA,2895538,2896440,2896543,2896595,2896647,2898147,no,no,yes,no,no,no,2906040
141,9,1,EC_only,pokemon,d,cs_alone,70,none,none,none,left,none,yes,filler_50_neu_task,none,19_dunkel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_3.png,fmaske_10.png,yes_left,no,yes,0,None,2906869,2908000,2909900,NA,2906872,2907774,2907876,2907948,NA,NA,NA,NA,NA,NA,NA,NA,2909903
141,10,1,EC_only,pokemon,d,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_task,some us,8190.png,37_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_8.png,fmaske_3.png,no,no,no,1000,NA,NA,NA,NA,2910969,2911871,2912772,2912875,2912927,NA,2912977,no,yes,no,no,no,no,2916297
141,11,1,EC_only,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Dach,Hand,word,word,us,us,#000000,999,fmaske_7.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2917168,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919170
141,12,1,EC_only,pokemon,d,critical,50,pos,objective,csfirst,left,right,yes,cs_50_pos_none,some us,18_mittel.png,Frieden,picture,word,maskedcs,us,#969696,1500,fmaske_3.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2920077,2920978,2921081,2921133,2921185,2922685,no,no,no,yes,no,no,2924393
141,13,1,EC_only,pokemon,d,critical,40,pos,objective,csfirst,right,left,yes,cs_40_pos_task,some us,Ruhe,25_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_12.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,2925340,2926243,2926345,2926387,2926439,2927939,no,no,yes,no,no,no,2930329
141,14,1,EC_only,pokemon,d,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none_2,some us,24_mittel.png,Natur,picture,word,controlcs,us,#000000,0,fmaske_5.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,2931213,NA,NA,2932215,NA,NA,NA,NA,NA,NA,NA,NA,NA,2933218
141,15,1,EC_only,pokemon,d,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_task,some us,7330.png,37_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_1.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,2934276,2935178,2936079,2936182,2936234,NA,2936284,no,no,no,yes,no,no,2939057
141,16,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,neu2220.png,none,picture,none,us,none,#000000,999,fmaske_6.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2939925,NA,NA,NA,NA,NA,NA,NA,NA,NA,2941928
141,17,1,EC_only,pokemon,d,cs_alone,50,none,objective,none,left,none,yes,filler_50_neu_task,none,16_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_3.png,fmaske_10.png,yes_left,no,no,250,NA,NA,NA,NA,NA,2942763,2943665,2943767,2943819,NA,2943869,no,no,no,yes,no,no,2945800
141,18,1,EC_only,pokemon,d,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_task,some us,Pest,10_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_11.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,2946746,2947648,2948550,2948652,2948704,NA,2948754,no,no,no,yes,no,no,2952056
141,19,1,EC_only,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Kreis,none,word,none,us,none,#000000,999,fmaske_5.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2952896,NA,NA,NA,NA,NA,NA,NA,NA,NA,2954899
141,20,1,EC_only,pokemon,d,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_2,9_mittel.png,17_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_11.png,fmaske_7.png,no,yes_left,no,1000,NA,NA,NA,NA,NA,2955789,2956692,2956794,2956836,2956888,2958388,no,no,yes,no,no,no,2965497
141,21,1,EC_only,pokemon,d,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_task,some us,Krieg,10_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_7.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,2966414,2967316,2967419,2967471,2967523,2969023,no,no,no,yes,no,no,2970577
141,22,1,EC_only,pokemon,d,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_1,11_mittel.png,17_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_7.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,2971465,2972367,2972470,2972512,2972564,2974065,no,no,yes,no,no,no,2978081
141,23,1,EC_only,pokemon,d,control,1000,pos,none,csfirst,right,left,no,control_1000_pos_none,some us,2091.png,40_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_9.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2979055,NA,2980057,NA,NA,NA,NA,NA,NA,NA,2980660
141,24,1,EC_only,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Hand,neu5740.png,word,picture,us,us,#000000,999,fmaske_2.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2981569,NA,NA,NA,NA,NA,NA,NA,NA,NA,2983571
141,25,1,EC_only,pokemon,d,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_task,some us,2091.png,37_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_9.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,2984591,2985493,2986395,2986497,2986549,NA,2986599,no,no,yes,no,no,no,2988672
141,26,1,EC_only,pokemon,d,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_task,none,none,16_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_9.png,fmaske_4.png,yes_right,no,no,250,NA,NA,NA,NA,NA,2989505,2990406,2990509,2990561,NA,2990611,no,no,no,yes,no,no,2992056
141,27,1,EC_only,pokemon,d,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_1,11_mittel.png,17_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_7.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,2992947,2993848,2993951,2993993,2994045,2995545,no,no,no,yes,no,no,2997137
141,28,1,EC_only,pokemon,d,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none_2,some us,39_mittel.png,Stress,picture,word,controlcs,us,#000000,600,fmaske_6.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2998023,NA,2999026,NA,NA,NA,NA,NA,NA,NA,2999629
141,29,1,EC_only,pokemon,d,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_none,some us,2_mittel.png,Schmerz,picture,word,maskedcs,us,#969696,0,fmaske_5.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,3000562,3001464,3002366,3002468,3002520,NA,3002570,no,no,no,yes,no,no,3004289
141,30,1,EC_only,pokemon,d,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,naptor,none,word,none,maskedcs,#969696,999,maske_9.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,NA,3005147,3006048,3006151,3006203,NA,NA,NA,NA,NA,NA,NA,NA,3006255
141,31,1,EC_only,pokemon,d,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,7_mittel.png,9_mittel.png,picture,picture,maskedcs,controlcs,#969696,1500,fmaske_6.png,fmaske_11.png,yes_left,no,no,250,NA,NA,NA,NA,NA,3007144,3008046,3008149,3008201,3008253,3009754,no,no,yes,no,no,no,3010833
141,32,1,EC_only,pokemon,d,cswcs,40,none,none,csfirst,left,right,yes,o_filler_40_neu_none,o_filler_1000_neu_none_1,pubio,seloom,word,word,maskedcs,controlcs,#969696,1500,maske_5.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,3011829,3012730,3012833,3012875,3012927,NA,NA,NA,NA,NA,NA,NA,3014429
141,33,1,EC_only,pokemon,d,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_none,some us,Unfall,2_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_12.png,fmaske_7.png,no,no,no,1000,NA,NA,NA,NA,NA,3015380,3016283,3016385,3016437,3016489,3017989,no,no,yes,no,no,no,3018929
141,34,1,EC_only,pokemon,d,critical,40,pos,objective,usfirst,right,left,yes,cs_40_pos_task,some us,Meer,25_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_10.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,3019875,3020778,3021679,3021782,3021824,NA,3021874,no,no,yes,no,no,no,3024800
