subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
116,EC_only,nonword,c,0,cs_50_neg_none,hesire,neg,critical,50,none,11,2273127,2280712
116,EC_only,nonword,c,1,control_1000_neg_none,tafta,neg,control,1000,none,8,2283004,2286416
116,EC_only,nonword,c,2,control_1000_pos_none,seloom,pos,control,1000,none,12,2288708,2291160
116,EC_only,nonword,c,3,filler_40_neu_task,trelle,neu,filler,40,none,12,2293458,2296488
116,EC_only,nonword,c,4,filler_40_neu_none,babit,neu,filler,40,none,12,2298781,2302135
116,EC_only,nonword,c,5,control_1000_pos_none_2,roosle,pos,control,1000,none,13,2304428,2307145
116,EC_only,nonword,c,6,cs_40_pos_none,minair,pos,critical,40,none,12,2309440,2312789
116,EC_only,nonword,c,7,filler_1000_neu_none_2,teutos,neu,filler,1000,none,5,2315081,2317752
116,EC_only,nonword,c,8,cs_50_pos_none,naptor,pos,critical,50,none,3,2320048,2322642
116,EC_only,nonword,c,9,filler_1000_neu_none_1,pubio,neu,filler,1000,none,17,2324936,2327104
116,EC_only,nonword,c,10,control_1000_neg_none_2,lobee,neg,control,1000,none,17,2329398,2331208
116,EC_only,nonword,c,11,cs_40_neg_task,makan,neg,critical,40,none,3,2333503,2337817
116,EC_only,nonword,c,12,cs_50_pos_task,avouco,pos,critical,50,none,14,2340109,2342657
116,EC_only,nonword,c,13,cs_40_neg_none,coskie,neg,critical,40,none,13,2344953,2347728
116,EC_only,nonword,c,14,cs_40_pos_task,tavoo,pos,critical,40,none,5,2350023,2352880
116,EC_only,nonword,c,15,filler_50_neu_none,zillie,neu,filler,50,none,6,2355172,2357744
116,EC_only,nonword,c,16,cs_50_neg_task,parlic,neg,critical,50,none,9,2360037,2364279
116,EC_only,nonword,c,17,filler_50_neu_task,altine,neu,filler,50,none,8,2366573,2369208
