subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
89,EC_only,pokemon,d,0,filler_40_neu_none,7_mittel.png,neu,filler,40,none,neu5510.png,picture,neu7090.png,neu5395.png,neu5510.png,Wand,Schrank,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2433335,2445562
89,EC_only,pokemon,d,1,control_1000_neg_none,15_mittel.png,neg,control,1000,none,2375.1.png,picture,6838.png,2375.1.png,9041.png,Krieg,Hass,Unglück,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2446952,2452252
89,EC_only,pokemon,d,2,cs_50_neg_none,24_mittel.png,neg,critical,50,none,6311.png,picture,9007.png,9430.png,6311.png,Kälte,Unglück,Ekel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2453605,2458274
89,EC_only,pokemon,d,3,cs_40_neg_task,37_mittel.png,neg,critical,40,none,7380.png,picture,9342.png,7380.png,9500.png,Eiter,Kälte,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2459663,2462187
89,EC_only,pokemon,d,4,filler_1000_neu_none_1,25_mittel.png,neu,filler,1000,none,Schrank,word,neu2487.png,neu7550.png,neu7090.png,Schrank,Wand,Lampe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2463576,2468045
89,EC_only,pokemon,d,5,filler_40_neu_task,16_mittel.png,neu,filler,40,none,Klinke,word,neu2620.png,neu7820.png,neu7640.png,Klinke,Lampe,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2469432,2472107
89,EC_only,pokemon,d,6,cs_50_pos_task,10_mittel.png,pos,critical,50,none,7502.png,picture,7502.png,8420.png,8540.png,Kunst,Musik,Liebe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2473495,2475595
89,EC_only,pokemon,d,7,cs_40_pos_none,22_mittel.png,pos,critical,40,none,2550.png,picture,4622.png,1999.png,2550.png,Urlaub,Leben,Freund,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2476973,2481388
89,EC_only,pokemon,d,8,control_1000_pos_none_2,39_mittel.png,pos,control,1000,none,Mutter,word,2311.png,8080.png,8501.png,Leben,Familie,Mutter,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2482782,2484588
89,EC_only,pokemon,d,9,cs_40_neg_none,18_mittel.png,neg,critical,40,none,9041.png,picture,9041.png,9331.png,3300.png,Finsternis,Unfall,Waffe,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2485974,2492396
89,EC_only,pokemon,d,10,cs_40_pos_task,4_mittel.png,pos,critical,40,none,Licht,word,1650.png,2091.png,2209.png,Licht,Lachen,Wärme,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2493773,2495962
89,EC_only,pokemon,d,11,filler_50_neu_none,9_mittel.png,neu,filler,50,none,Dach,word,neu2220.png,neu2620.png,neu7004.png,Kreis,Dach,Linie,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2497343,2500020
89,EC_only,pokemon,d,12,cs_50_neg_task,40_mittel.png,neg,critical,50,none,9330.png,picture,9830.png,9330.png,9182.png,Ärger,Unglück,Betrug,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2501413,2505371
89,EC_only,pokemon,d,13,control_1000_pos_none,5_mittel.png,pos,control,1000,none,Kuss,word,5594.png,2080.png,5629.png,Glück,Kuss,Paradies,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2506759,2511479
89,EC_only,pokemon,d,14,cs_50_pos_none,2_mittel.png,pos,critical,50,none,2311.png,picture,2550.png,2311.png,2040.png,Spiel,Natur,Kuss,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2512867,2521948
89,EC_only,pokemon,d,15,filler_1000_neu_none_2,23_mittel.png,neu,filler,1000,none,neu7080.png,picture,neu2372.png,neu5740.png,neu7080.png,Schrank,Bein,Tuch,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2523327,2527708
89,EC_only,pokemon,d,16,control_1000_neg_none_2,17_mittel.png,neg,control,1000,none,Unglück,word,2710.png,3220.png,9331.png,Unglück,Hass,Folter,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2529081,2535606
89,EC_only,pokemon,d,17,filler_50_neu_task,11_mittel.png,neu,filler,50,none,Kreis,word,neu7000.png,neu7830.png,neu5731.png,Wand,Lampe,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2536998,2539499
